Date,City,Country,Event,HillSize,Distance,RaceType,MassStart,TeamEvent,Season,Race,Sex,Place,Skier,Nation,ID,Birthday,Leg,TeamID,SJ_Pos,CC_Pos,Age,Exp
2023-01-28,Seefeld,Austria,World Cup,109,5,Individual,0,0,2023,7,L,4,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",6,5,19.32101300479124,16
2023-02-11,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,8,L,6,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",7,8,19.359342915811087,17
2023-02-12,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,9,L,8,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",12,7,19.36208076659822,18
2023-02-24,Planica,Slovenia,World Championship,100,5,Individual,0,0,2023,10,L,10,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",12,7,19.394934976043807,19
2023-12-01,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2024,1,L,5,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",5,7,20.161533196440793,20
2023-12-02,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2024,2,L,7,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",9,6,20.164271047227924,21
2023-12-15,Ramsau,Austria,World Cup,98,5,Individual,0,0,2024,3,L,5,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",11,6,20.199863107460644,22
2023-12-16,Ramsau,Austria,World Cup,N/A,N/A,Individual Compact,0,0,2024,4,L,3,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",12,3,20.202600958247775,23
2024-01-27,Schonach,Germany,World Cup,100,5,Individual,0,0,2024,7,L,8,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",10,5,20.317590691307323,24
2024-01-28,Schonach,Germany,World Cup,100,7.5,Individual,0,0,2024,8,L,11,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",7,18,20.320328542094455,25
2024-02-02,Seefeld,Austria,World Cup,109,5,Individual,0,0,2024,9,L,5,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",5,5,20.334017796030118,26
2024-02-03,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2024,10,L,8,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",8,8,20.33675564681725,27
2024-02-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2024,11,L,11,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",12,17,20.35318275154004,28
2024-02-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2024,12,L,6,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",6,9,20.355920602327174,29
2024-02-11,Otepää,Estonia,World Cup,97,5,Individual,0,0,2024,13,L,9,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",11,11,20.358658453114305,30
2024-03-09,Holmenkollen,Norway,World Cup,106,5,Individual,0,0,2024,14,L,4,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",7,5,20.432580424366872,31
2024-03-17,Trondheim,Norway,World Cup,100,7.5,Individual,0,0,2024,15,L,2,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",2,9,20.45448323066393,32
2024-12-06,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2025,1,L,3,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",3,12,21.1772758384668,33
2024-12-07,Lillehammer,Norway,World Cup,98,5,Individual Compact,0,0,2025,2,L,5,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",10,8,21.180013689253936,34
2025-01-18,Schonach,Germany,World Cup,100,5,Individual,0,0,2025,5,L,6,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",3,19,21.295003422313485,35
2025-01-19,Schonach,Germany,World Cup,100,5,Individual Compact,0,0,2025,6,L,12,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",1,24,21.297741273100616,36
2025-02-27,Trondheim,Norway,World Championship,102,5,Mass Start,1,0,2025,13,L,7,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",4,14,21.404517453798768,37
2025-03-02,Trondheim,Norway,World Championship,102,5,Individual,0,0,2025,14,L,3,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",2,8,21.412731006160165,38
2025-03-15,Holmenkollen,Norway,World Cup,134,5,Individual,0,0,2025,15,L,2,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",3,14,21.44832306639288,39
2025-03-16,Holmenkollen,Norway,World Cup,134,5,Individual Compact,0,0,2025,16,L,5,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",3,14,21.451060917180012,40
2025-12-05,Trondheim,Norway,World Cup,102,5,Individual Compact,0,0,2026,1,L,6,Lisa-Marie Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",8,9,22.17385352498289,1
2025-12-06,Trondheim,Norway,World Cup,102,5,Mass Start,1,0,2026,2,L,12,Lisa-Marie Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",15,12,22.17659137577002,2
2025-12-19,Ramsau,Austria,World Cup,98,5,Mass Start,1,0,2026,3,L,8,Lisa-Marie Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",12,8,22.21218343600274,3
2025-12-20,Ramsau,Austria,World Cup,98,5,Individual,0,0,2026,4,L,4,Lisa-Marie Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",8,7,22.21492128678987,4
2026-01-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2026,5,L,9,Lisa-Marie Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",13,12,22.269678302532512,5
2026-01-11,Otepää,Estonia,World Cup,97,5,Individual Compact,0,0,2026,7,L,4,Lisa-Marie Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",11,5,22.275154004106774,6
2026-01-17,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,8,L,6,Lisa-Marie Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",10,9,22.29158110882957,7
2026-01-18,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,9,L,7,Lisa-Marie Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",7,12,22.2943189596167,8
2020-12-18,Ramsau,Austria,World Cup,98,N/A,Individual,0,0,2021,1,L,22,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",21,26,20.583162217659137,1
2021-02-27,Oberstdorf,Germany,World Championship,106,N/A,Individual,0,0,2021,2,L,21,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",22,16,20.777549623545518,2
2021-12-03,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2022,1,L,21,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",16,24,21.541409993155373,3
2021-12-04,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2022,2,L,15,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",15,19,21.544147843942504,4
2021-12-11,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2022,3,L,15,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",15,15,21.56331279945243,5
2021-12-12,Otepää,Estonia,World Cup,97,5,Individual,0,0,2022,4,L,15,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",15,14,21.56605065023956,6
2021-12-17,Ramsau,Austria,World Cup,98,5,Individual,0,0,2022,5,L,18,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",19,16,21.579739904175224,7
2022-01-08,Val di Fiemme,Italy,World Cup,104,5,Mass Start,1,0,2022,6,L,10,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",13,11,21.639972621492127,8
2022-03-12,Schonach,Germany,World Cup,106,5,Individual,0,0,2022,7,L,9,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",13,9,21.812457221081452,9
2022-03-13,Schonach,Germany,World Cup,106,5,Individual,0,0,2022,8,L,7,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",6,11,21.815195071868583,10
2022-12-02,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,1,L,10,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",13,7,22.537987679671456,11
2022-12-03,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,2,L,18,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",20,14,22.54072553045859,12
2022-12-16,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,3,L,8,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",11,3,22.576317590691307,13
2022-12-17,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,4,L,5,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",6,5,22.579055441478438,14
2023-01-08,Otepää,Estonia,World Cup,97,5,Individual,0,0,2023,5,L,11,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",8,12,22.639288158795345,15
2023-01-27,Seefeld,Austria,World Cup,109,5,Individual,0,0,2023,6,L,16,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",19,15,22.691307323750856,16
2023-01-28,Seefeld,Austria,World Cup,109,5,Individual,0,0,2023,7,L,10,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",7,17,22.694045174537987,17
2023-02-11,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,8,L,11,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",12,14,22.732375085557837,18
2023-02-12,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,9,L,10,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",11,11,22.73511293634497,19
2023-02-24,Planica,Slovenia,World Championship,100,5,Individual,0,0,2023,10,L,15,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",16,8,22.767967145790553,20
2023-03-11,Holmenkollen,Norway,World Cup,106,5,Individual,0,0,2023,11,L,23,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",26,15,22.809034907597535,21
2023-12-01,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2024,1,L,8,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",8,3,23.534565366187543,22
2023-12-15,Ramsau,Austria,World Cup,98,5,Individual,0,0,2024,3,L,11,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",5,17,23.57289527720739,23
2023-12-16,Ramsau,Austria,World Cup,N/A,N/A,Individual Compact,0,0,2024,4,L,12,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",5,17,23.575633127994525,24
2024-01-13,Oberstdorf,Germany,World Cup,106,5,Individual,0,0,2024,5,L,9,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",12,10,23.652292950034223,25
2024-01-14,Oberstdorf,Germany,World Cup,N/A,N/A,Individual Compact,0,0,2024,6,L,13,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",8,18,23.655030800821354,26
2024-01-27,Schonach,Germany,World Cup,100,5,Individual,0,0,2024,7,L,6,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",7,11,23.690622861054074,27
2024-01-28,Schonach,Germany,World Cup,100,7.5,Individual,0,0,2024,8,L,4,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",5,10,23.693360711841205,28
2024-02-02,Seefeld,Austria,World Cup,109,5,Individual,0,0,2024,9,L,11,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",16,8,23.707049965776864,29
2024-02-03,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2024,10,L,9,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",4,11,23.709787816563995,30
2024-02-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2024,11,L,7,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",10,9,23.72621492128679,31
2024-02-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2024,12,L,8,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",3,11,23.72895277207392,32
2024-02-11,Otepää,Estonia,World Cup,97,5,Individual,0,0,2024,13,L,8,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",9,10,23.731690622861052,33
2024-03-09,Holmenkollen,Norway,World Cup,106,5,Individual,0,0,2024,14,L,10,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",15,10,23.80561259411362,34
2024-03-17,Trondheim,Norway,World Cup,100,7.5,Individual,0,0,2024,15,L,11,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",16,14,23.82751540041068,35
2024-12-06,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2025,1,L,14,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",19,11,24.550308008213552,36
2024-12-07,Lillehammer,Norway,World Cup,98,5,Individual Compact,0,0,2025,2,L,13,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",21,12,24.553045859000683,37
2024-12-20,Ramsau,Austria,World Cup,96,5,Mass Start,1,0,2025,3,L,8,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",11,7,24.588637919233403,38
2024-12-21,Ramsau,Austria,World Cup,96,5,Individual Compact,0,0,2025,4,L,9,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",13,6,24.591375770020534,39
2025-01-18,Schonach,Germany,World Cup,100,5,Individual,0,0,2025,5,L,9,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",11,8,24.66803559206023,40
2025-01-19,Schonach,Germany,World Cup,100,5,Individual Compact,0,0,2025,6,L,8,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",14,7,24.670773442847363,41
2025-01-31,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2025,7,L,5,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",6,9,24.70362765229295,42
2025-02-01,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2025,8,L,6,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",3,13,24.706365503080082,43
2025-02-02,Seefeld,Austria,World Cup,109,5,Individual,0,0,2025,9,L,6,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",5,8,24.709103353867214,44
2025-02-07,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2025,10,L,6,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",8,8,24.722792607802873,45
2025-02-08,Otepää,Estonia,World Cup,97,5,Individual,0,0,2025,11,L,7,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",8,10,24.725530458590008,46
2025-02-09,Otepää,Estonia,World Cup,97,5,Individual Compact,0,0,2025,12,L,8,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",12,5,24.72826830937714,47
2025-02-27,Trondheim,Norway,World Championship,102,5,Mass Start,1,0,2025,13,L,15,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",21,10,24.777549623545518,48
2025-03-02,Trondheim,Norway,World Championship,102,5,Individual,0,0,2025,14,L,17,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",21,18,24.78576317590691,49
2025-03-15,Holmenkollen,Norway,World Cup,134,5,Individual,0,0,2025,15,L,16,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",20,6,24.82135523613963,50
2025-03-16,Holmenkollen,Norway,World Cup,134,5,Individual Compact,0,0,2025,16,L,11,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",20,10,24.824093086926762,51
2025-12-05,Trondheim,Norway,World Cup,102,5,Individual Compact,0,0,2026,1,L,23,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",26,13,25.546885694729635,1
2025-12-06,Trondheim,Norway,World Cup,102,5,Mass Start,1,0,2026,2,L,17,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",18,14,25.54962354551677,2
2025-12-19,Ramsau,Austria,World Cup,98,5,Mass Start,1,0,2026,3,L,12,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",17,11,25.585215605749486,3
2025-12-20,Ramsau,Austria,World Cup,98,5,Individual,0,0,2026,4,L,16,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",17,10,25.587953456536617,4
2026-01-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2026,5,L,20,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",19,21,25.642710472279262,5
2026-01-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2026,6,L,21,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",21,19,25.645448323066393,6
2026-01-11,Otepää,Estonia,World Cup,97,5,Individual Compact,0,0,2026,7,L,24,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",23,24,25.648186173853524,7
2026-01-18,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,9,L,6,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",5,11,25.66735112936345,8
2026-01-30,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2026,10,L,9,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",8,14,25.700205338809035,9
2026-01-31,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2026,11,L,14,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",11,14,25.702943189596166,10
2026-02-01,Seefeld,Austria,World Cup,109,7.5,Individual,0,0,2026,12,L,11,Léna Brocard,France,53,2000-05-19T00:00:00.000000,0,"",9,17,25.7056810403833,11
2020-12-18,Ramsau,Austria,World Cup,98,N/A,Individual,0,0,2021,1,L,1,Tara Geraghty-Moats,USA,58,1993-04-12T00:00:00.000000,0,"",6,1,27.685147159479808,1
2021-02-27,Oberstdorf,Germany,World Championship,106,N/A,Individual,0,0,2021,2,L,5,Tara Geraghty-Moats,USA,58,1993-04-12T00:00:00.000000,0,"",18,1,27.879534565366185,2
2025-12-05,Trondheim,Norway,World Cup,102,5,Individual Compact,0,0,2026,1,L,19,Tara Geraghty-Moats,USA,58,1993-04-12T00:00:00.000000,0,"",30,2,32.648870636550306,1
2025-12-06,Trondheim,Norway,World Cup,102,5,Mass Start,1,0,2026,2,L,18,Tara Geraghty-Moats,USA,58,1993-04-12T00:00:00.000000,0,"",19,6,32.65160848733744,2
2026-01-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2026,5,L,22,Tara Geraghty-Moats,USA,58,1993-04-12T00:00:00.000000,0,"",30,6,32.74469541409993,3
2026-01-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2026,6,L,13,Tara Geraghty-Moats,USA,58,1993-04-12T00:00:00.000000,0,"",26,2,32.747433264887064,4
2026-01-11,Otepää,Estonia,World Cup,97,5,Individual Compact,0,0,2026,7,L,6,Tara Geraghty-Moats,USA,58,1993-04-12T00:00:00.000000,0,"",20,2,32.75017111567419,5
2026-01-17,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,8,L,8,Tara Geraghty-Moats,USA,58,1993-04-12T00:00:00.000000,0,"",26,2,32.766598220396986,6
2026-01-18,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,9,L,15,Tara Geraghty-Moats,USA,58,1993-04-12T00:00:00.000000,0,"",26,2,32.76933607118412,7
2026-01-30,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2026,10,L,11,Tara Geraghty-Moats,USA,58,1993-04-12T00:00:00.000000,0,"",15,9,32.8021902806297,8
2026-01-31,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2026,11,L,5,Tara Geraghty-Moats,USA,58,1993-04-12T00:00:00.000000,0,"",12,3,32.80492813141684,9
2026-02-01,Seefeld,Austria,World Cup,109,7.5,Individual,0,0,2026,12,L,3,Tara Geraghty-Moats,USA,58,1993-04-12T00:00:00.000000,0,"",3,3,32.80766598220397,10
2021-12-17,Ramsau,Austria,World Cup,98,5,Individual,0,0,2022,5,L,17,Eva Hubinger,Austria,59,1993-05-03T00:00:00.000000,0,"",7,23,28.62422997946612,1
2022-01-08,Val di Fiemme,Italy,World Cup,104,5,Mass Start,1,0,2022,6,L,19,Eva Hubinger,Austria,59,1993-05-03T00:00:00.000000,0,"",7,21,28.684462696783026,2
2021-12-03,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2022,1,L,26,Thea Øihaugen,Norway,6,2001-05-11T00:00:00.000000,0,"",25,25,20.56399726214921,1
2021-12-04,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2022,2,L,26,Thea Øihaugen,Norway,6,2001-05-11T00:00:00.000000,0,"",25,27,20.566735112936346,2
2022-12-02,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,1,L,26,Thea Øihaugen,Norway,6,2001-05-11T00:00:00.000000,0,"",26,18,21.560574948665298,3
2022-12-03,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,2,L,28,Thea Øihaugen,Norway,6,2001-05-11T00:00:00.000000,0,"",27,26,21.56331279945243,4
2021-12-03,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2022,1,L,5,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",5,9,21.29226557152635,1
2021-12-04,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2022,2,L,5,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",7,4,21.295003422313485,2
2021-12-11,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2022,3,L,2,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",2,1,21.314168377823407,3
2021-12-12,Otepää,Estonia,World Cup,97,5,Individual,0,0,2022,4,L,2,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",3,2,21.31690622861054,4
2021-12-17,Ramsau,Austria,World Cup,98,5,Individual,0,0,2022,5,L,8,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",9,6,21.3305954825462,5
2022-01-08,Val di Fiemme,Italy,World Cup,104,5,Mass Start,1,0,2022,6,L,9,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",16,4,21.39082819986311,6
2022-03-12,Schonach,Germany,World Cup,106,5,Individual,0,0,2022,7,L,4,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",5,3,21.56331279945243,7
2022-03-13,Schonach,Germany,World Cup,106,5,Individual,0,0,2022,8,L,4,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",5,2,21.56605065023956,8
2022-12-02,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,1,L,5,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",10,1,22.288843258042437,9
2022-12-03,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,2,L,2,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",7,1,22.29158110882957,10
2022-12-16,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,3,L,4,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",10,1,22.327173169062284,11
2022-12-17,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,4,L,6,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",11,1,22.32991101984942,12
2023-01-08,Otepää,Estonia,World Cup,97,5,Individual,0,0,2023,5,L,7,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",16,1,22.390143737166323,13
2023-01-27,Seefeld,Austria,World Cup,109,5,Individual,0,0,2023,6,L,3,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",11,1,22.442162902121833,14
2023-01-28,Seefeld,Austria,World Cup,109,5,Individual,0,0,2023,7,L,5,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",11,1,22.444900752908968,15
2023-02-11,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,8,L,10,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",17,1,22.483230663928815,16
2023-02-12,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,9,L,2,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",9,1,22.485968514715946,17
2023-02-24,Planica,Slovenia,World Championship,100,5,Individual,0,0,2023,10,L,4,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",11,1,22.518822724161534,18
2023-03-11,Holmenkollen,Norway,World Cup,106,5,Individual,0,0,2023,11,L,2,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",5,1,22.559890485968513,19
2023-12-01,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2024,1,L,2,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",6,1,23.28542094455852,20
2023-12-02,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2024,2,L,2,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",8,1,23.28815879534565,21
2023-12-15,Ramsau,Austria,World Cup,98,5,Individual,0,0,2024,3,L,2,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",4,2,23.32375085557837,22
2023-12-16,Ramsau,Austria,World Cup,N/A,N/A,Individual Compact,0,0,2024,4,L,1,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",3,1,23.326488706365502,23
2024-01-13,Oberstdorf,Germany,World Cup,106,5,Individual,0,0,2024,5,L,2,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",3,1,23.4031485284052,24
2024-01-14,Oberstdorf,Germany,World Cup,N/A,N/A,Individual Compact,0,0,2024,6,L,1,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",3,1,23.405886379192335,25
2024-01-27,Schonach,Germany,World Cup,100,5,Individual,0,0,2024,7,L,2,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",6,1,23.44147843942505,26
2024-01-28,Schonach,Germany,World Cup,100,7.5,Individual,0,0,2024,8,L,1,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",4,1,23.444216290212182,27
2024-02-02,Seefeld,Austria,World Cup,109,5,Individual,0,0,2024,9,L,1,Ida Marie Hagen,Norway,60,2000-08-18T00:00:00.000000,0,"",2,1,23.457905544147845,28
