Date,City,Country,Event,HillSize,Distance,RaceType,MassStart,TeamEvent,Season,Race,Sex,Place,Skier,Nation,ID,Birthday,Leg,TeamID,SJ_Pos,CC_Pos,Age,Exp
2026-01-17,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,8,L,25,Silva Verbič,Slovenia,40,2002-03-31T00:00:00.000000,0,"",9,27,23.800136892539356,1
2026-01-18,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,9,L,24,Silva Verbič,Slovenia,40,2002-03-31T00:00:00.000000,0,"",11,30,23.802874743326488,2
2026-01-30,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2026,10,L,22,Silva Verbič,Slovenia,40,2002-03-31T00:00:00.000000,0,"",9,29,23.835728952772072,3
2026-01-31,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2026,11,L,28,Silva Verbič,Slovenia,40,2002-03-31T00:00:00.000000,0,"",19,28,23.838466803559207,4
2026-02-01,Seefeld,Austria,World Cup,109,7.5,Individual,0,0,2026,12,L,22,Silva Verbič,Slovenia,40,2002-03-31T00:00:00.000000,0,"",21,24,23.84120465434634,5
2020-12-18,Ramsau,Austria,World Cup,98,N/A,Individual,0,0,2021,1,L,19,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",17,20,17.741273100616016,1
2021-02-27,Oberstdorf,Germany,World Championship,106,N/A,Individual,0,0,2021,2,L,14,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",7,25,17.935660506502394,2
2022-03-12,Schonach,Germany,World Cup,106,5,Individual,0,0,2022,7,L,12,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",11,15,18.97056810403833,3
2022-03-13,Schonach,Germany,World Cup,106,5,Individual,0,0,2022,8,L,15,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",10,18,18.973305954825463,4
2022-12-02,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,1,L,12,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",6,27,19.696098562628336,5
2022-12-03,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,2,L,14,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",10,25,19.698836413415467,6
2022-12-16,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,3,L,16,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",15,21,19.734428473648187,7
2022-12-17,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,4,L,16,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",12,21,19.737166324435318,8
2023-01-08,Otepää,Estonia,World Cup,97,5,Individual,0,0,2023,5,L,19,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",14,24,19.797399041752225,9
2023-01-27,Seefeld,Austria,World Cup,109,5,Individual,0,0,2023,6,L,11,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",6,18,19.849418206707735,10
2023-01-28,Seefeld,Austria,World Cup,109,5,Individual,0,0,2023,7,L,11,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",5,19,19.852156057494867,11
2023-02-11,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,8,L,12,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",10,21,19.890485968514717,12
2023-02-12,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,9,L,13,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",7,23,19.89322381930185,13
2023-02-24,Planica,Slovenia,World Championship,100,5,Individual,0,0,2023,10,L,14,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",8,20,19.926078028747433,14
2023-03-11,Holmenkollen,Norway,World Cup,106,5,Individual,0,0,2023,11,L,12,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",9,23,19.967145790554415,15
2023-12-01,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2024,1,L,21,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",18,22,20.692676249144423,16
2023-12-02,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2024,2,L,22,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",13,23,20.695414099931554,17
2023-12-15,Ramsau,Austria,World Cup,98,5,Individual,0,0,2024,3,L,21,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",19,24,20.73100616016427,18
2023-12-16,Ramsau,Austria,World Cup,N/A,N/A,Individual Compact,0,0,2024,4,L,25,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",19,24,20.7337440109514,19
2024-01-13,Oberstdorf,Germany,World Cup,106,5,Individual,0,0,2024,5,L,16,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",15,20,20.810403832991103,20
2024-01-14,Oberstdorf,Germany,World Cup,N/A,N/A,Individual Compact,0,0,2024,6,L,21,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",10,23,20.813141683778234,21
2024-01-27,Schonach,Germany,World Cup,100,5,Individual,0,0,2024,7,L,14,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",12,23,20.84873374401095,22
2024-01-28,Schonach,Germany,World Cup,100,7.5,Individual,0,0,2024,8,L,14,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",6,21,20.851471594798085,23
2024-02-02,Seefeld,Austria,World Cup,109,5,Individual,0,0,2024,9,L,12,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",5,18,20.865160848733744,24
2024-02-03,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2024,10,L,17,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",6,17,20.867898699520875,25
2024-02-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2024,11,L,12,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",8,20,20.88432580424367,26
2024-02-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2024,12,L,17,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",12,22,20.8870636550308,27
2024-02-11,Otepää,Estonia,World Cup,97,5,Individual,0,0,2024,13,L,11,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",8,18,20.889801505817932,28
2024-03-09,Holmenkollen,Norway,World Cup,106,5,Individual,0,0,2024,14,L,21,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",12,28,20.9637234770705,29
2024-03-17,Trondheim,Norway,World Cup,100,7.5,Individual,0,0,2024,15,L,26,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",18,30,20.985626283367555,30
2024-12-06,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2025,1,L,26,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",18,30,21.70841889117043,31
2024-12-07,Lillehammer,Norway,World Cup,98,5,Individual Compact,0,0,2025,2,L,29,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",15,30,21.711156741957563,32
2025-01-18,Schonach,Germany,World Cup,100,5,Individual,0,0,2025,5,L,17,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",5,28,21.82614647501711,33
2025-01-19,Schonach,Germany,World Cup,100,5,Individual Compact,0,0,2025,6,L,26,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",6,27,21.828884325804243,34
2025-01-31,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2025,7,L,12,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",3,25,21.861738535249827,35
2025-02-01,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2025,8,L,18,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",8,21,21.864476386036962,36
2025-02-02,Seefeld,Austria,World Cup,109,5,Individual,0,0,2025,9,L,16,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",11,18,21.867214236824093,37
2025-02-07,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2025,10,L,10,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",1,22,21.880903490759753,38
2025-02-08,Otepää,Estonia,World Cup,97,5,Individual,0,0,2025,11,L,10,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",2,20,21.883641341546884,39
2025-02-09,Otepää,Estonia,World Cup,97,5,Individual Compact,0,0,2025,12,L,17,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",7,19,21.88637919233402,40
2025-02-27,Trondheim,Norway,World Championship,102,5,Mass Start,1,0,2025,13,L,13,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",7,29,21.935660506502394,41
2025-03-02,Trondheim,Norway,World Championship,102,5,Individual,0,0,2025,14,L,18,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",10,34,21.94387405886379,42
2025-03-15,Holmenkollen,Norway,World Cup,134,5,Individual,0,0,2025,15,L,11,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",4,22,21.979466119096507,43
2025-03-16,Holmenkollen,Norway,World Cup,134,5,Individual Compact,0,0,2025,16,L,17,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",5,20,21.982203969883642,44
2025-12-05,Trondheim,Norway,World Cup,102,5,Individual Compact,0,0,2026,1,L,25,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",18,30,22.704996577686515,1
2025-12-06,Trondheim,Norway,World Cup,102,5,Mass Start,1,0,2026,2,L,16,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",9,28,22.707734428473646,2
2025-12-19,Ramsau,Austria,World Cup,98,5,Mass Start,1,0,2026,3,L,24,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",24,24,22.743326488706366,3
2025-12-20,Ramsau,Austria,World Cup,98,5,Individual,0,0,2026,4,L,22,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",20,26,22.746064339493497,4
2026-01-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2026,5,L,25,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",17,29,22.80082135523614,5
2026-01-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2026,6,L,24,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",20,26,22.803559206023273,6
2026-01-11,Otepää,Estonia,World Cup,97,5,Individual Compact,0,0,2026,7,L,30,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",27,30,22.806297056810404,7
2026-01-17,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,8,L,28,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",20,28,22.822724161533195,8
2026-01-18,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,9,L,25,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",22,27,22.82546201232033,9
2026-01-30,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2026,10,L,29,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",22,28,22.858316221765914,10
2026-01-31,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2026,11,L,26,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",24,24,22.861054072553046,11
2026-02-01,Seefeld,Austria,World Cup,109,7.5,Individual,0,0,2026,12,L,25,Annalena Slamik,Austria,41,2003-03-23T00:00:00.000000,0,"",23,25,22.863791923340177,12
2020-12-18,Ramsau,Austria,World Cup,98,N/A,Individual,0,0,2021,1,L,10,Anastasia Goncharova,Russia,45,1999-10-10T00:00:00.000000,0,"",26,5,21.190965092402465,1
2021-12-03,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2022,1,L,16,Anastasia Goncharova,Russia,45,1999-10-10T00:00:00.000000,0,"",22,3,22.1492128678987,2
2021-12-04,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2022,2,L,14,Anastasia Goncharova,Russia,45,1999-10-10T00:00:00.000000,0,"",18,7,22.151950718685832,3
2021-12-11,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2022,3,L,9,Anastasia Goncharova,Russia,45,1999-10-10T00:00:00.000000,0,"",10,9,22.171115674195757,4
2021-12-12,Otepää,Estonia,World Cup,97,5,Individual,0,0,2022,4,L,17,Anastasia Goncharova,Russia,45,1999-10-10T00:00:00.000000,0,"",17,19,22.17385352498289,5
2021-12-17,Ramsau,Austria,World Cup,98,5,Individual,0,0,2022,5,L,7,Anastasia Goncharova,Russia,45,1999-10-10T00:00:00.000000,0,"",11,3,22.187542778918548,6
2021-02-27,Oberstdorf,Germany,World Championship,106,N/A,Individual,0,0,2021,2,L,22,Lena Prinoth,Italy,46,2003-03-24T00:00:00.000000,0,"",24,21,17.932922655715263,1
2020-12-18,Ramsau,Austria,World Cup,98,N/A,Individual,0,0,2021,1,L,9,Annika Sieff,Italy,47,2003-10-27T00:00:00.000000,0,"",7,18,17.144421629021217,1
2021-02-27,Oberstdorf,Germany,World Championship,106,N/A,Individual,0,0,2021,2,L,6,Annika Sieff,Italy,47,2003-10-27T00:00:00.000000,0,"",5,12,17.338809034907598,2
2021-12-03,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2022,1,L,3,Annika Sieff,Italy,47,2003-10-27T00:00:00.000000,0,"",2,23,18.102669404517453,3
2021-12-04,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2022,2,L,7,Annika Sieff,Italy,47,2003-10-27T00:00:00.000000,0,"",3,17,18.105407255304584,4
2021-12-11,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2022,3,L,5,Annika Sieff,Italy,47,2003-10-27T00:00:00.000000,0,"",4,14,18.12457221081451,5
2021-12-12,Otepää,Estonia,World Cup,97,5,Individual,0,0,2022,4,L,5,Annika Sieff,Italy,47,2003-10-27T00:00:00.000000,0,"",7,7,18.12731006160164,6
2021-12-17,Ramsau,Austria,World Cup,98,5,Individual,0,0,2022,5,L,13,Annika Sieff,Italy,47,2003-10-27T00:00:00.000000,0,"",16,12,18.140999315537304,7
2022-01-08,Val di Fiemme,Italy,World Cup,104,5,Mass Start,1,0,2022,6,L,8,Annika Sieff,Italy,47,2003-10-27T00:00:00.000000,0,"",5,14,18.201232032854207,8
2022-03-12,Schonach,Germany,World Cup,106,5,Individual,0,0,2022,7,L,3,Annika Sieff,Italy,47,2003-10-27T00:00:00.000000,0,"",1,13,18.373716632443532,9
2022-03-13,Schonach,Germany,World Cup,106,5,Individual,0,0,2022,8,L,6,Annika Sieff,Italy,47,2003-10-27T00:00:00.000000,0,"",4,8,18.376454483230663,10
2022-12-02,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,1,L,2,Annika Sieff,Italy,47,2003-10-27T00:00:00.000000,0,"",2,21,19.09924709103354,11
2022-12-03,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,2,L,5,Annika Sieff,Italy,47,2003-10-27T00:00:00.000000,0,"",2,16,19.10198494182067,12
2022-12-16,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,3,L,5,Annika Sieff,Italy,47,2003-10-27T00:00:00.000000,0,"",4,11,19.137577002053387,13
2022-12-17,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,4,L,2,Annika Sieff,Italy,47,2003-10-27T00:00:00.000000,0,"",2,8,19.14031485284052,14
2023-01-08,Otepää,Estonia,World Cup,97,5,Individual,0,0,2023,5,L,6,Annika Sieff,Italy,47,2003-10-27T00:00:00.000000,0,"",1,21,19.200547570157426,15
2023-01-27,Seefeld,Austria,World Cup,109,5,Individual,0,0,2023,6,L,4,Annika Sieff,Italy,47,2003-10-27T00:00:00.000000,0,"",3,12,19.252566735112936,16
2023-01-28,Seefeld,Austria,World Cup,109,5,Individual,0,0,2023,7,L,2,Annika Sieff,Italy,47,2003-10-27T00:00:00.000000,0,"",3,6,19.255304585900067,17
2023-02-11,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,8,L,7,Annika Sieff,Italy,47,2003-10-27T00:00:00.000000,0,"",6,12,19.293634496919918,18
2023-02-12,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,9,L,5,Annika Sieff,Italy,47,2003-10-27T00:00:00.000000,0,"",2,13,19.29637234770705,19
2023-02-24,Planica,Slovenia,World Championship,100,5,Individual,0,0,2023,10,L,6,Annika Sieff,Italy,47,2003-10-27T00:00:00.000000,0,"",5,10,19.329226557152634,20
2023-03-11,Holmenkollen,Norway,World Cup,106,5,Individual,0,0,2023,11,L,6,Annika Sieff,Italy,47,2003-10-27T00:00:00.000000,0,"",3,13,19.370294318959616,21
2020-12-18,Ramsau,Austria,World Cup,98,N/A,Individual,0,0,2021,1,L,16,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",16,14,18.00958247775496,1
2021-02-27,Oberstdorf,Germany,World Championship,106,N/A,Individual,0,0,2021,2,L,20,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",21,13,18.203969883641342,2
2021-12-03,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2022,1,L,7,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",12,8,18.967830253251197,3
2021-12-04,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2022,2,L,6,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",10,6,18.97056810403833,4
2021-12-11,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2022,3,L,6,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",7,6,18.989733059548254,5
2021-12-12,Otepää,Estonia,World Cup,97,5,Individual,0,0,2022,4,L,4,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",4,10,18.992470910335385,6
2021-12-17,Ramsau,Austria,World Cup,98,5,Individual,0,0,2022,5,L,2,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",2,7,19.006160164271048,7
2022-01-08,Val di Fiemme,Italy,World Cup,104,5,Mass Start,1,0,2022,6,L,7,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",8,8,19.06639288158795,8
2022-03-12,Schonach,Germany,World Cup,106,5,Individual,0,0,2022,7,L,5,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",4,5,19.238877481177276,9
2022-03-13,Schonach,Germany,World Cup,106,5,Individual,0,0,2022,8,L,3,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",3,3,19.241615331964407,10
2022-12-02,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,1,L,8,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",14,4,19.964407939767284,11
2022-12-03,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,2,L,7,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",11,5,19.967145790554415,12
2022-12-16,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,3,L,6,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",9,6,20.00273785078713,13
2022-12-17,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,4,L,7,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",8,3,20.005475701574262,14
2023-01-08,Otepää,Estonia,World Cup,97,5,Individual,0,0,2023,5,L,8,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",10,2,20.06570841889117,15
2023-01-27,Seefeld,Austria,World Cup,109,5,Individual,0,0,2023,6,L,10,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",13,9,20.11772758384668,16
2023-01-28,Seefeld,Austria,World Cup,109,5,Individual,0,0,2023,7,L,9,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",9,12,20.12046543463381,17
2023-02-24,Planica,Slovenia,World Championship,100,5,Individual,0,0,2023,10,L,12,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",7,18,20.194387405886378,18
2024-03-09,Holmenkollen,Norway,World Cup,106,5,Individual,0,0,2024,14,L,11,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",14,15,21.232032854209447,19
2024-03-17,Trondheim,Norway,World Cup,100,7.5,Individual,0,0,2024,15,L,8,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",5,13,21.253935660506503,20
2024-12-06,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2025,1,L,8,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",17,3,21.976728268309376,21
2024-12-07,Lillehammer,Norway,World Cup,98,5,Individual Compact,0,0,2025,2,L,4,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",14,2,21.979466119096507,22
2024-12-20,Ramsau,Austria,World Cup,96,5,Mass Start,1,0,2025,3,L,9,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",12,8,22.015058179329227,23
2024-12-21,Ramsau,Austria,World Cup,96,5,Individual Compact,0,0,2025,4,L,6,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",16,4,22.017796030116358,24
2025-01-18,Schonach,Germany,World Cup,100,5,Individual,0,0,2025,5,L,8,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",16,4,22.094455852156056,25
2025-01-19,Schonach,Germany,World Cup,100,5,Individual Compact,0,0,2025,6,L,6,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",21,4,22.09719370294319,26
2025-01-31,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2025,7,L,13,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",18,7,22.130047912388775,27
2025-02-07,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2025,10,L,9,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",10,7,22.1492128678987,28
2025-02-08,Otepää,Estonia,World Cup,97,5,Individual,0,0,2025,11,L,12,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",15,4,22.151950718685832,29
2025-02-09,Otepää,Estonia,World Cup,97,5,Individual Compact,0,0,2025,12,L,5,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",11,3,22.154688569472963,30
2025-02-27,Trondheim,Norway,World Championship,102,5,Mass Start,1,0,2025,13,L,11,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",18,9,22.203969883641342,31
2025-03-02,Trondheim,Norway,World Championship,102,5,Individual,0,0,2025,14,L,10,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",13,5,22.21218343600274,32
2025-12-19,Ramsau,Austria,World Cup,98,5,Mass Start,1,0,2026,3,L,15,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",20,10,23.01163586584531,1
2025-12-20,Ramsau,Austria,World Cup,98,5,Individual,0,0,2026,4,L,12,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",18,2,23.014373716632445,2
2026-01-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2026,5,L,16,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",20,5,23.069130732375086,3
2026-01-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2026,6,L,10,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",17,7,23.071868583162217,4
2026-01-11,Otepää,Estonia,World Cup,97,5,Individual Compact,0,0,2026,7,L,7,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",19,3,23.07460643394935,5
2026-01-17,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,8,L,5,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",15,4,23.091033538672143,6
2026-01-18,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,9,L,8,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",12,3,23.093771389459274,7
2026-01-30,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2026,10,L,2,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",2,7,23.12662559890486,8
2026-01-31,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2026,11,L,7,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",3,11,23.12936344969199,9
2026-02-01,Seefeld,Austria,World Cup,109,7.5,Individual,0,0,2026,12,L,4,Ema Volavsek,Slovenia,49,2002-12-15T00:00:00.000000,0,"",4,6,23.132101300479125,10
2021-12-11,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2022,3,L,19,Alexandra Glazunova,Russia,50,2000-04-27T00:00:00.000000,0,"",20,18,21.623545516769337,1
2021-12-12,Otepää,Estonia,World Cup,97,5,Individual,0,0,2022,4,L,22,Alexandra Glazunova,Russia,50,2000-04-27T00:00:00.000000,0,"",21,23,21.626283367556468,2
2020-12-18,Ramsau,Austria,World Cup,98,N/A,Individual,0,0,2021,1,L,6,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",8,7,17.21013004791239,1
2021-02-27,Oberstdorf,Germany,World Championship,106,N/A,Individual,0,0,2021,2,L,8,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",13,6,17.404517453798768,2
2021-12-03,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2022,1,L,4,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",6,5,18.168377823408623,3
2021-12-04,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2022,2,L,3,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",4,8,18.171115674195757,4
2021-12-11,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2022,3,L,14,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",8,20,18.19028062970568,5
2021-12-17,Ramsau,Austria,World Cup,98,5,Individual,0,0,2022,5,L,5,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",6,5,18.206707734428473,6
2022-01-08,Val di Fiemme,Italy,World Cup,104,5,Mass Start,1,0,2022,6,L,3,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",4,3,18.26694045174538,7
2022-03-12,Schonach,Germany,World Cup,106,5,Individual,0,0,2022,7,L,11,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",15,10,18.439425051334702,8
2022-03-13,Schonach,Germany,World Cup,106,5,Individual,0,0,2022,8,L,9,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",7,13,18.442162902121833,9
2022-12-02,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,1,L,4,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",3,9,19.16495550992471,10
2022-12-03,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,2,L,3,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",3,9,19.16769336071184,11
2022-12-16,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,3,L,2,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",2,8,19.203285420944557,12
2022-12-17,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,4,L,4,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",4,7,19.20602327173169,13
2023-01-08,Otepää,Estonia,World Cup,97,5,Individual,0,0,2023,5,L,3,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",5,8,19.266255989048595,14
2023-01-27,Seefeld,Austria,World Cup,109,5,Individual,0,0,2023,6,L,8,Lisa Hirner,Austria,52,2003-10-03T00:00:00.000000,0,"",9,6,19.318275154004105,15
