Nation,Season,Race,Place,Date,City,Country,Event,TeamSize,RaceType,Distance,MassStart,Team_Elo,Team_Individual_Elo,Team_Sprint_Elo,Team_Pursuit_Elo,Team_MassStart_Elo,Team_Pelo,Team_Individual_Pelo,Team_Sprint_Pelo,Team_Pursuit_Pelo,Team_MassStart_Pelo,Avg_Elo,Avg_Individual_Elo,Avg_Sprint_Elo,Avg_Pursuit_Elo,Avg_MassStart_Elo,Avg_Pelo,Avg_Individual_Pelo,Avg_Sprint_Pelo,Avg_Pursuit_Pelo,Avg_MassStart_Pelo,TeamMembers,MemberSexes,MemberIDs,AvgAge,MaxAge,MinAge,AvgExp,MaxExp,MinExp
Lithuania,2017,33,18,2017-03-12,Kontiolahti,Finland,World Cup,2,Mixed Relay,N/A,0,2413.9364543686042,2405.878553372364,2486.8500741776925,2458.3681265459745,2561.606293890356,2415.5431623523464,2344.6258666223553,2455.1553408182926,2487.013246945724,2579.997371026146,1206.9682271843021,1202.939276686182,1243.4250370888462,1229.1840632729873,1280.803146945178,1207.7715811761732,1172.3129333111776,1227.5776704091463,1243.506623472862,1289.998685513073,"Vytautas Strolia,Tomas Kaukenas","M,M","1164,489",38.55167693360712,50.23956194387406,26.863791923340177,85.5,122,49
Bulgaria,2017,33,19,2017-03-12,Kontiolahti,Finland,World Cup,2,Mixed Relay,N/A,0,2789.3203610660917,2715.2943405496408,2801.765624261876,2616.164046857507,2508.5013923206006,2797.2308248465474,2734.9635289058347,2783.6340672575607,2631.553346258449,2512.902436038613,1394.6601805330458,1357.6471702748204,1400.882812130938,1308.0820234287535,1254.2506961603003,1398.6154124232737,1367.4817644529173,1391.8170336287803,1315.7766731292245,1256.4512180193065,"Dimitar Gerdzhikov,Vladimir Iliev","M,M","1005,123",27.472963723477072,29.987679671457904,24.958247775496236,128.0,210,46
Poland,2017,33,20,2017-03-12,Kontiolahti,Finland,World Cup,2,Mixed Relay,N/A,0,2379.452609587749,2569.740178751175,2342.237989518055,2423.957833988446,2553.7776400485186,2382.6534026740483,2542.764614222302,2383.449703039065,2448.5286980852597,2559.994742052292,1189.7263047938745,1284.8700893755874,1171.1189947590276,1211.978916994223,1276.8888200242593,1191.3267013370241,1271.382307111151,1191.7248515195324,1224.2643490426299,1279.997371026146,"Lukasz Szczurek,Andrzej Nedza-Kubiniec","M,M","88,1238",27.33744010951403,28.944558521560573,25.730321697467488,75.0,144,6
Estonia,2017,33,21,2017-03-12,Kontiolahti,Finland,World Cup,2,Mixed Relay,N/A,0,2430.2686881978625,2568.5459989102774,2433.68941046336,2458.3904723915684,2563.045308776571,2435.3440069491708,2494.4666441120153,2436.6606443205883,2472.7137792863437,2563.7108872053363,1215.1343440989313,1284.2729994551387,1216.84470523168,1229.1952361957842,1281.5226543882854,1217.6720034745854,1247.2333220560076,1218.3303221602941,1236.3568896431718,1281.8554436026682,"Martin Remmelg,Roland Lessing","M,M","882,60",33.06365503080082,38.91033538672142,27.21697467488022,143.5,263,24
Canada,2017,33,22,2017-03-12,Kontiolahti,Finland,World Cup,2,Mixed Relay,N/A,0,2747.857915901927,2614.582999185325,2864.458010570067,2396.971788980716,2574.4142345830137,2758.5534373511514,2680.5812842036994,2892.7923971657374,2412.5019002411746,2597.0034334247807,1373.9289579509634,1307.2914995926626,1432.2290052850335,1198.485894490358,1287.2071172915068,1379.2767186755757,1340.2906421018497,1446.3961985828687,1206.2509501205873,1298.5017167123904,"Brendan Green,Scott Gow","M,M","46,481",28.34907597535934,30.351813826146476,26.34633812457221,125.5,168,83
South Korea,2017,33,23,2017-03-12,Kontiolahti,Finland,World Cup,2,Mixed Relay,N/A,0,2098.1108877816437,2196.694194787223,2193.155710048829,2483.60067001314,2553.7776400485186,2101.2701262840915,2260.947970905207,2238.16605533559,2495.378073672384,2559.994742052292,1049.0554438908218,1098.3470973936114,1096.5778550244145,1241.80033500657,1276.8888200242593,1050.6350631420457,1130.4739854526035,1119.083027667795,1247.689036836192,1279.997371026146,"Yonggyu Kim,Jongmin Kim","M,M","931,939",23.456536618754278,23.66050650239562,23.252566735112936,33.5,36,31
Romania,2017,33,24,2017-03-12,Kontiolahti,Finland,World Cup,2,Mixed Relay,N/A,0,2399.4993720412267,2463.2044061092056,2452.21430490927,2459.222915763248,2553.7776400485186,2407.3547416668157,2609.865604014326,2485.4970457691966,2463.9014021086296,2559.994742052292,1199.7496860206134,1231.6022030546028,1226.107152454635,1229.611457881624,1276.8888200242593,1203.6773708334078,1304.932802007163,1242.7485228845983,1231.9507010543148,1279.997371026146,"George Buta,Cornel Puchianu","M,M","1015,986",25.613963039014372,27.373032169746747,23.854893908281998,75.0,96,54
Norway,2018,2,1,2017-11-26,Östersund,Sweden,World Cup,4,Mixed Relay,N/A,0,6367.436799550395,5985.523585043788,6430.457769562674,5855.125200794693,5341.7874371243615,6352.871576974028,6041.58774999173,6388.831606904128,5832.461724032356,5373.99574408509,1591.8591998875988,1496.380896260947,1607.6144423906685,1463.7813001986733,1335.4468592810904,1588.217894243507,1510.3969374979324,1597.207901726032,1458.115431008089,1343.4989360212726,"Emil Hegle Svendsen,Johannes Thingnes Bø,Ingrid Landmark Tandrevold,Tiril Eckhoff","M,M,L,L","4,908,1553,473",26.399726214921287,32.375085557837096,21.17453798767967,142.75,297,11
Italy,2018,2,2,2017-11-26,Östersund,Sweden,World Cup,4,Mixed Relay,N/A,0,6291.2780289984485,5865.1964800276855,6322.643601581127,5690.439353771551,5183.464106864057,6278.9818970318065,5738.262295832927,6334.53161607627,5657.079202004577,5172.951163446924,1572.8195072496121,1466.2991200069214,1580.6609003952817,1422.6098384428878,1295.8660267160142,1569.7454742579516,1434.5655739582317,1583.6329040190676,1414.2698005011443,1293.237790861731,"Dominik Windisch,Lukas Hofer,Lisa Vittozzi,Dorothea Wierer","M,M,L,L","524,9,1292,54",26.66735112936345,28.15605749486653,22.809034907597535,158.5,228,65
Germany,2018,2,3,2017-11-26,Östersund,Sweden,World Cup,4,Mixed Relay,N/A,0,6500.094068863094,6151.563484334002,6438.196560081635,5809.9936366527445,5290.616886936996,6492.664024062832,6013.9408052120125,6398.369612141943,5829.924138694792,5287.2465940345755,1625.0235172157736,1537.8908710835005,1609.5491400204087,1452.4984091631861,1322.654221734249,1623.166006015708,1503.4852013030031,1599.5924030354859,1457.481034673698,1321.8116485086439,"Arnd Peiffer,Benedikt Doll,Maren Hammerschmidt,Franziska Preuß","M,M,L,L","7,474,560,926",27.543463381245722,30.694045174537987,23.71252566735113,122.5,249,56
Slovakia,2018,2,4,2017-11-26,Östersund,Sweden,World Cup,4,Mixed Relay,N/A,0,5637.0739669605955,5658.971412161135,5534.320424922507,5247.199050868346,5241.812274498952,5619.851419685037,5567.609765577836,5528.5458004879,5253.196115229246,5248.228479657689,1409.2684917401489,1414.7428530402838,1383.5801062306268,1311.7997627170864,1310.453068624738,1404.9628549212593,1391.902441394459,1382.136450121975,1313.2990288073115,1312.0571199144222,"Matej Kazar,Tomas Hasilla,Anastasiya Kuzmina,Paulina Batovska Fialkova","M,M,L,L","76,480,12,947",30.035592060232716,34.548939082819984,25.086926762491444,143.5,211,89
Sweden,2018,2,5,2017-11-26,Östersund,Sweden,World Cup,4,Mixed Relay,N/A,0,5722.652471994917,5631.584954325583,5682.102123671293,5266.043652055787,5161.205394798128,5708.963606689124,5724.893102943498,5644.147302849683,5238.570771631622,5168.733277051833,1430.6631179987291,1407.8962385813957,1420.5255309178233,1316.5109130139467,1290.301348699532,1427.240901672281,1431.2232757358745,1411.0368257124208,1309.6426929079055,1292.1833192629583,"Jesper Nelin,Fredrik Lindström,Anna Magnusson,Hanna Öberg","M,M,L,L","1266,39,1305,1384",24.55373032169747,28.34223134839151,22.067077344284737,82.5,230,21
Russia,2018,2,6,2017-11-26,Östersund,Sweden,World Cup,4,Mixed Relay,N/A,0,6289.435696434013,6399.458419548046,6139.891374244178,5789.430499131682,5249.9544682153555,6285.825499452179,6272.901037451212,6161.29577088366,5795.3945900697245,5250.9822383574865,1572.3589241085033,1599.8646048870114,1534.9728435610446,1447.3576247829205,1312.4886170538389,1571.4563748630449,1568.225259362803,1540.323942720915,1448.8486475174311,1312.7455595893716,"Anton Shipulin,Maxim Tsvetkov,Olga Podchufarova,Ekaterina Yurlova-Percht","M,M,L,L","13,889,1001,19",28.55920602327173,32.75564681724846,25.31690622861054,119.5,226,71
France,2018,2,7,2017-11-26,Östersund,Sweden,World Cup,4,Mixed Relay,N/A,0,6291.599975769208,6004.032393610092,6255.114017446356,5689.673638788029,5241.130669333803,6290.722517383407,6097.453989652988,6255.191478171765,5677.344301316822,5248.38902274565,1572.899993942302,1501.008098402523,1563.778504361589,1422.4184096970073,1310.2826673334507,1572.6806293458517,1524.363497413247,1563.7978695429413,1419.3360753292054,1312.0972556864126,"Simon Desthieux,Jean Guillaume Beatrix,Anais Bescond,Anais Chevalier-Bouchet","M,M,L,L","490,58,26,939",27.74469541409993,30.535249828884325,24.78576317590691,152.0,212,72
Finland,2018,2,8,2017-11-26,Östersund,Sweden,World Cup,4,Mixed Relay,N/A,0,5639.758288146764,5615.218028913134,5577.371766528089,5395.733487603384,5240.3929514041065,5631.481309169658,5460.012825844141,5554.544321617571,5381.541302234938,5261.895108352985,1409.939572036691,1403.8045072282835,1394.3429416320223,1348.933371900846,1310.0982378510266,1407.8703272924145,1365.0032064610352,1388.6360804043927,1345.3853255587344,1315.4737770882462,"Tuomas Gronman,Tero Seppälä,Mari Eder,Kaisa Mäkäräinen","M,M,L,L","1207,1427,57,5",28.236824093086923,34.874743326488705,21.83709787816564,147.5,342,8
Switzerland,2018,2,9,2017-11-26,Östersund,Sweden,World Cup,4,Mixed Relay,N/A,0,5689.193032518549,5467.976394660733,5758.674837056164,5259.767641990074,5096.364898774168,5684.138972689625,5481.33264193769,5720.522713901735,5255.2619906727,5124.3497258550215,1422.2982581296374,1366.9940986651832,1439.668709264041,1314.9419104975184,1274.091224693542,1421.0347431724063,1370.3331604844225,1430.1306784754338,1313.815497668175,1281.0874314637554,"Jeremy Finello,Benjamin Weger,Selina Gasparin,Lena Häcki-Gross","M,M,L,L","1200,38,30,1238",32.748117727583846,46.795345653661876,22.406570841889117,128.75,210,36
Ukraine,2018,2,10,2017-11-26,Östersund,Sweden,World Cup,4,Mixed Relay,N/A,0,5987.978647908629,5963.793449784871,6040.846438107841,5563.994489842625,5181.960055324047,5989.574635867177,5937.226347751141,6036.66263864692,5585.096426818035,5175.570400814801,1496.9946619771572,1490.9483624462177,1510.2116095269603,1390.9986224606562,1295.4900138310118,1497.3936589667942,1484.3065869377851,1509.16565966173,1396.2741067045088,1293.8926002037003,"Artem Pryma,Sergey Semenov,Valj Semerenko,Olena Bilosiuk","M,M,L,L","592,50,14,27",30.639972621492127,31.854893908281998,29.3305954825462,194.5,265,126
Belarus,2018,2,11,2017-11-26,Östersund,Sweden,World Cup,4,Mixed Relay,N/A,0,5918.235808745894,5950.273554607609,5946.400584001587,5490.730948991163,5287.336112654817,5920.904580609556,5819.814843024088,5938.21294415101,5496.670599224995,5306.162168740622,1479.5589521864736,1487.5683886519023,1486.6001460003968,1372.6827372477908,1321.8340281637043,1480.226145152389,1454.953710756022,1484.5532360377524,1374.1676498062488,1326.5405421851556,"Vladimir Chepelin,Sergey Bocharnikov,Darya Domracheva,Nadezhda Skardino","M,M,L,L","132,1375,9,25",30.77344284736482,32.668035592060235,29.366187542778917,182.0,284,32
Slovenia,2018,2,12,2017-11-26,Östersund,Sweden,World Cup,4,Mixed Relay,N/A,0,5064.599967567946,5032.876228757328,5053.7447536328345,4960.305039107632,5077.109362471387,5057.362290735435,5142.179872154124,5053.461219663432,4950.324390254139,5084.678332849912,1266.1499918919865,1258.219057189332,1263.4361884082086,1240.076259776908,1269.2773406178467,1264.3405726838587,1285.544968038531,1263.365304915858,1237.5810975635347,1271.169583212478,"Klemen Bauer,Mitja Drinovec,Urska Poje,Anja Erzen","M,M,L,L","33,1379,1086,1077",24.817932922655718,31.879534565366185,20.54757015742642,99.25,294,6
Czechia,2018,2,13,2017-11-26,Östersund,Sweden,World Cup,4,Mixed Relay,N/A,0,6169.049425873843,6186.919476586581,6163.973876929633,5688.52853970429,5234.747131222148,6180.019026735137,6067.222736481542,6121.921558478705,5660.802064677802,5240.878977908409,1542.2623564684607,1546.7298691466453,1540.9934692324082,1422.1321349260725,1308.686782805537,1545.0047566837843,1516.8056841203854,1530.4803896196763,1415.2005161694506,1310.2197444771023,"Ondrej Moravec,Michal Krcmar,Veronika Vitkova,Eva Kristejn Puskarčíková","M,M,L,L","51,477,43,493",29.041752224503764,33.464750171115675,26.84188911704312,191.0,304,102
Poland,2018,2,14,2017-11-26,Östersund,Sweden,World Cup,4,Mixed Relay,N/A,0,5147.073392876162,5300.849985096758,5226.804186486712,5002.306639392502,5089.906224847509,5145.447234490786,5345.971514767394,5233.682108483873,5056.578493804798,5096.2267418323445,1286.7683482190405,1325.2124962741896,1306.701046621678,1250.5766598481255,1272.4765562118773,1286.3618086226966,1336.4928786918485,1308.4205271209682,1264.1446234511995,1274.0566854580861,"Lukasz Szczurek,Grzegorz Guzik,Weronika Nowakowska,Monika Hojnisz-Staręga","M,M,L,L","88,1071,61,74",28.39082819986311,31.38945927446954,26.250513347022586,136.5,196,62
Canada,2018,2,15,2017-11-26,Östersund,Sweden,World Cup,4,Mixed Relay,N/A,0,5207.893938988514,5340.083740935139,5268.163845541343,4868.294922815838,5128.191874631532,5209.33139693168,5366.005771246478,5270.0773305203875,4892.411799713551,5156.998175477072,1301.9734847471284,1335.0209352337847,1317.0409613853358,1217.0737307039594,1282.047968657883,1302.33284923292,1341.5014428116194,1317.5193326300969,1223.1029499283877,1289.249543869268,"Brendan Green,Scott Gow,Julia Ransom,Emma Lunder","M,M,L,L","46,481,1013,501",27.28952772073922,31.06091718001369,24.807665982203968,85.5,170,26
Bulgaria,2018,2,16,2017-11-26,Östersund,Sweden,World Cup,4,Mixed Relay,N/A,0,5133.542443354292,5164.1503013192905,5189.93387367019,4994.058543921174,5062.279032369119,5136.392545568529,5136.622969515203,5178.349069415377,5041.083172336303,5072.897178090905,1283.385610838573,1291.0375753298226,1297.4834684175476,1248.5146359802934,1265.5697580922797,1284.0981363921323,1284.1557423788008,1294.5872673538443,1260.2707930840756,1268.2242945227263,"Dimitar Gerdzhikov,Vladimir Iliev,Desislava Stoyanova,Emilia Yordanova","M,M,L,L","1005,123,869,553",27.638603696098563,30.696783025325118,25.6290212183436,137.0,213,48
Lithuania,2018,2,17,2017-11-26,Östersund,Sweden,World Cup,4,Mixed Relay,N/A,0,4706.921743228028,4753.24626819901,4768.058635651673,4817.2144521513555,5107.581511555342,4706.102107624966,4748.692735218952,4673.203931015141,4834.273695649845,5123.625798100205,1176.730435807007,1188.3115670497525,1192.0146589129183,1204.3036130378389,1276.8953778888356,1176.5255269062416,1187.173183804738,1168.3009827537853,1208.5684239124612,1280.9064495250514,"Tomas Kaukenas,Karol Dombrovski,Diana Rasimoviciute-Brice,Natalija Kocergina","M,M,L,L","489,844,83,906",30.101300479123886,33.752224503764545,26.469541409993155,129.0,203,91
Austria,2018,2,18,2017-11-26,Östersund,Sweden,World Cup,4,Mixed Relay,N/A,0,5439.7004637359105,5520.496482442637,5342.028490719991,5134.018921670049,5125.981912019365,5451.350336593139,5316.019674112127,5321.079417283232,5154.921257630832,5139.8302863704475,1359.9251159339776,1380.1241206106592,1335.5071226799978,1283.5047304175123,1281.4954780048413,1362.8375841482848,1329.0049185280318,1330.269854320808,1288.730314407708,1284.9575715926119,"Daniel Mesotitsch,Felix Leitner,Julia Leitinger,Dunja Zdouc","M,M,L,L","26,1392,1327,1080",34.747433264887064,54.72416153319644,20.903490759753595,112.75,377,11
Russia,2018,2,19,2017-11-26,Östersund,Sweden,World Cup,1,Mixed Relay,N/A,0,1426.2848934598992,1389.4860523069287,1473.8313653159394,1327.4618373682238,1274.0794081781291,1430.818814220102,1358.8463475647716,1436.4850334271632,1332.3080439626162,1290.184320747116,1426.2848934598992,1389.4860523069287,1473.8313653159394,1327.4618373682238,1274.0794081781291,1430.818814220102,1358.8463475647716,1436.4850334271632,1332.3080439626162,1290.184320747116,Anna Frolina,L,88,33.87542778918549,33.87542778918549,33.87542778918549,105.0,105,105
South Korea,2018,2,19,2017-11-26,Östersund,Sweden,World Cup,3,Mixed Relay,N/A,0,3640.3545382781576,3630.922635868145,3717.066874848849,3805.6231939358013,3847.745429926332,3645.0291566515316,3766.791635712514,3700.290962063299,3805.127694399993,3852.898024261484,1213.4515127593859,1210.3075452893816,1239.022291616283,1268.5410646452672,1282.581809975444,1215.0097188838438,1255.5972119041714,1233.4303206877664,1268.375898133331,1284.2993414204946,"Yonggyu Kim,Timofei Lapshin,Ji-Hee Mun","M,M,L","931,545,124",27.697011179557382,29.812457221081452,23.96167008898015,76.66666666666667,139,33
Japan,2018,2,20,2017-11-26,Östersund,Sweden,World Cup,4,Mixed Relay,N/A,0,4729.839008945856,4955.392566586504,4678.3366641803705,4972.731812739077,5107.555280097037,4736.022430584543,5012.455253309958,4640.872085613556,5025.811333797918,5119.989484104584,1182.459752236464,1238.848141646626,1169.5841660450926,1243.1829531847693,1276.8888200242593,1184.0056076461358,1253.1138133274894,1160.218021403389,1256.4528334494796,1279.997371026146,"Tsukasa Kobonoki,Junji Nagai,Sari Maeda,Rina Mitsuhashi","M,M,L,L","918,86,1677,1082",36.295003422313485,55.72073921971253,25.976728268309376,54.5,121,23
USA,2018,2,21,2017-11-26,Östersund,Sweden,World Cup,4,Mixed Relay,N/A,0,5545.179401398564,5504.405843245668,5560.235050450196,5172.216679769268,5128.663564138301,5565.215377264685,5288.394563154091,5470.20665150609,5175.627837684877,5141.330962679435,1386.294850349641,1376.101460811417,1390.058762612549,1293.054169942317,1282.1658910345752,1391.3038443161713,1322.0986407885227,1367.5516628765224,1293.9069594212192,1285.3327406698588,"Sean Doherty,Paul Schommer,Susan Dunklee,Clare Egan","M,M,L,L","1073,1932,676,1345",27.436687200547567,31.783709787816562,22.469541409993155,73.0,173,7
Romania,2018,2,22,2017-11-26,Östersund,Sweden,World Cup,4,Mixed Relay,N/A,0,4791.595820148995,4837.969193575065,4846.383214693376,4879.502645851991,5091.320307597908,4803.206277464364,5022.410591578833,4806.009472441179,4926.584618909772,5107.235217117786,1197.8989550372487,1209.4922983937663,1211.595803673344,1219.8756614629976,1272.830076899477,1200.801569366091,1255.6026478947083,1201.5023681102948,1231.646154727443,1276.8088042794466,"George Buta,Cornel Puchianu,Eva Tofalvi,Luminita Piscoran","M,M,L,L","1015,986,97,608",30.331964407939765,38.978781656399725,24.56399726214921,168.0,381,55
Estonia,2018,2,23,2017-11-26,Östersund,Sweden,World Cup,4,Mixed Relay,N/A,0,4834.663082092181,5142.387100477777,4833.995610870283,4857.872142132999,5122.8889235418965,4849.1578713595245,5120.1536857428555,4769.406601023862,4883.2538097738425,5143.708258231482,1208.6657705230452,1285.5967751194441,1208.4989027175707,1214.4680355332498,1280.7222308854741,1212.2894678398811,1280.0384214357139,1192.3516502559655,1220.8134524434606,1285.9270645578706,"Roland Lessing,Kauri Koiv,Johanna Talihärm,Kadri Lehtla","M,M,L,L","60,134,894,67",32.73579739904175,39.619438740588635,24.416153319644078,175.25,265,66
France,2018,25,1,2018-02-20,Pyeongchang,South Korea,Olympic Winter Games,4,Mixed Relay,N/A,0,6949.8546491847555,6382.016847250927,6680.5887200993075,6175.788254127705,5462.352901909026,6939.935498219851,6443.142435868932,6639.121058021707,6143.802486237398,5456.5369994027105,1737.4636622961889,1595.5042118127317,1670.1471800248269,1543.9470635319262,1365.5882254772564,1734.9838745549628,1610.785608967233,1659.7802645054267,1535.9506215593494,1364.1342498506776,"Simon Desthieux,Martin Fourcade,Anais Bescond,Marie Dorin Habert","M,M,L,L","490,5,26,10",29.524298425735793,31.67419575633128,26.217659137577,234.25,286,146
Norway,2018,25,2,2018-02-20,Pyeongchang,South Korea,Olympic Winter Games,4,Mixed Relay,N/A,0,6743.95013437541,6244.564330851722,6467.332312761127,6063.353742402378,5431.474978611622,6734.462728134629,6226.628682692216,6447.5485734756585,6043.940970105851,5404.851681975259,1685.9875335938525,1561.1410827129305,1616.8330781902816,1515.8384356005945,1357.8687446529054,1683.6156820336573,1556.657170673054,1611.8871433689146,1510.9852425264628,1351.2129204938149,"Emil Hegle Svendsen,Johannes Thingnes Bø,Marte Olsbu Røiseland,Tiril Eckhoff","M,M,L,L","4,908,507,473",28.084188911704313,32.610540725530456,24.76659822039699,180.5,313,109
Italy,2018,25,3,2018-02-20,Pyeongchang,South Korea,Olympic Winter Games,4,Mixed Relay,N/A,0,6568.535141972954,5989.460824070144,6390.758248894203,5838.210213085269,5213.488339100973,6559.614439421009,6102.168579994964,6309.954685640327,5797.317459632754,5192.924083613438,1642.1337854932385,1497.365206017536,1597.6895622235506,1459.5525532713173,1303.3720847752431,1639.9036098552522,1525.542144998741,1577.4886714100817,1449.3293649081886,1298.2310209033594,"Dominik Windisch,Lukas Hofer,Dorothea Wierer,Lisa Vittozzi","M,M,L,L","524,9,54,1292",26.90280629705681,28.39151266255989,23.044490075290895,181.0,251,88
Germany,2018,25,4,2018-02-20,Pyeongchang,South Korea,Olympic Winter Games,4,Mixed Relay,N/A,0,6848.24183475985,6256.291128351666,6585.094640107942,6016.954410899425,5398.415444212543,6844.508058291379,6140.156798712999,6500.377264200998,5968.036120743685,5399.484458106952,1712.0604586899624,1564.0727820879165,1646.2736600269855,1504.2386027248563,1349.6038610531357,1711.1270145728447,1535.0391996782498,1625.0943160502495,1492.0090301859213,1349.871114526738,"Erik Lesser,Arnd Peiffer,Laura Dahlmeier,Vanessa Hinz","M,M,L,L","147,7,485,1010",27.77549623545517,30.929500342231346,24.49828884325804,171.0,272,108
Belarus,2018,25,5,2018-02-20,Pyeongchang,South Korea,Olympic Winter Games,4,Mixed Relay,N/A,0,6162.625032837257,6063.859149988585,5995.121513593875,5499.454467887094,5308.021696311644,6153.114409616933,5934.4844685298885,5977.210829140134,5513.8991136412815,5306.111747897426,1540.6562582093143,1515.9647874971463,1498.7803783984687,1374.8636169717736,1327.005424077911,1538.2786024042332,1483.6211171324721,1494.3027072850334,1378.4747784103204,1326.5279369743564,"Vladimir Chepelin,Sergey Bocharnikov,Darya Domracheva,Nadezhda Skardino","M,M,L,L","132,1375,9,25",31.00889801505818,32.903490759753595,29.60164271047228,196.25,302,42
Finland,2018,25,6,2018-02-20,Pyeongchang,South Korea,Olympic Winter Games,4,Mixed Relay,N/A,0,5596.11056629173,5325.731549658828,5527.467658635491,5356.990454306723,5287.00780499027,5582.079551154077,5406.281222030602,5469.450880581635,5362.0883960118335,5297.251944222417,1399.0276415729325,1331.432887414707,1381.8669146588727,1339.2476135766808,1321.7519512475676,1395.5198877885193,1351.5703055076506,1367.3627201454087,1340.5220990029584,1324.3129860556041,"Tero Seppälä,Olli Hiidensalo,Kaisa Mäkäräinen,Laura Toivanen","M,M,L,L","1427,920,5,444",33.29158110882957,48.93360711841205,22.072553045859,128.5,364,26
Ukraine,2018,25,7,2018-02-20,Pyeongchang,South Korea,Olympic Winter Games,4,Mixed Relay,N/A,0,6022.970820253059,5950.089507652856,5848.085108217779,5507.332432264157,5163.5308648595055,6016.4362778087125,5917.2314207707905,5888.549651284386,5519.339853462982,5181.196152252281,1505.7427050632648,1487.522376913214,1462.0212770544447,1376.8331080660394,1290.8827162148764,1504.1090694521781,1479.3078551926976,1472.1374128210964,1379.8349633657456,1295.2990380630702,"Artem Pryma,Dmytro Pidruchnyi,Iryna Petrenko,Yuliia Dzhima","M,M,L,L","592,471,924,505",27.519507186858313,30.729637234770703,25.63175906913073,117.0,155,68
Czechia,2018,25,8,2018-02-20,Pyeongchang,South Korea,Olympic Winter Games,4,Mixed Relay,N/A,0,6231.448937815068,6112.616947394518,6163.7923023663325,5479.716736185303,5220.928516927115,6229.7909595701085,6035.253743072605,6070.733758388622,5481.818759529418,5225.749595835645,1557.862234453767,1528.1542368486296,1540.9480755915831,1369.9291840463256,1305.2321292317788,1557.4477398925271,1508.8134357681513,1517.6834395971555,1370.4546898823544,1306.4373989589112,"Michal Krcmar,Ondrej Moravec,Veronika Vitkova,Marketa Davidova","M,M,L,L","477,51,43,1394",27.776865160848732,33.700205338809035,21.130732375085557,186.5,326,18
Russia,2018,25,9,2018-02-20,Pyeongchang,South Korea,Olympic Winter Games,4,Mixed Relay,N/A,0,5851.082345554711,5682.8117315492755,5809.772246282613,5293.823501002769,5152.5396542305,5846.986674306269,5453.187923742687,5873.653635588437,5334.260226903945,5191.081267945954,1462.7705863886777,1420.7029328873189,1452.4430615706533,1323.4558752506923,1288.134913557625,1461.7466685765673,1363.2969809356719,1468.4134088971093,1333.5650567259863,1297.7703169864885,"Anton Babikov,Matvey Eliseev,Tatiana Akimova,Uliana Nigmatullina","M,M,L,L","1202,1090,1339,1222",30.784394250513348,46.96783025325119,23.956194387405887,45.0,67,14
Austria,2018,25,10,2018-02-20,Pyeongchang,South Korea,Olympic Winter Games,4,Mixed Relay,N/A,0,6104.066490534802,5820.175886734738,6040.101941066723,5603.118467888447,5171.2363001726035,6105.399776228545,5754.298722661993,6032.086333971722,5582.835303295331,5171.779537552457,1526.0166226337005,1455.0439716836845,1510.0254852666808,1400.7796169721119,1292.8090750431509,1526.3499440571363,1438.5746806654984,1508.0215834929304,1395.7088258238327,1292.9448843881144,"Simon Eder,Julian Eberhard,Katharina Komatz,Lisa Theresa Hauser","M,M,L,L","11,54,486,1006",29.387405886379195,34.992470910335385,24.18069815195072,171.0,312,92
Sweden,2018,25,11,2018-02-20,Pyeongchang,South Korea,Olympic Winter Games,4,Mixed Relay,N/A,0,6123.592151316636,6042.89453053877,5706.2233822165945,5344.693899363858,5218.756174628777,6127.482709694498,5814.31589472881,5626.928836016418,5272.514401432942,5195.283944886799,1530.898037829159,1510.7236326346924,1426.5558455541486,1336.1734748409644,1304.6890436571944,1531.8706774236246,1453.5789736822026,1406.7322090041046,1318.1286003582354,1298.8209862216997,"Fredrik Lindström,Jesper Nelin,Hanna Öberg,Mona Brorsson","M,M,L,L","39,1266,1384,525",26.041067761806982,28.577686516084874,22.302532511978097,107.75,250,31
Canada,2018,25,12,2018-02-20,Pyeongchang,South Korea,Olympic Winter Games,4,Mixed Relay,N/A,0,5579.529729238384,5587.751710726108,5416.491785920899,5066.418010079138,5138.749798662704,5578.837581636904,5504.277588639106,5484.613163926306,5045.32158071575,5137.9323594811385,1394.882432309596,1396.937927681527,1354.1229464802248,1266.6045025197845,1284.687449665676,1394.709395409226,1376.0693971597766,1371.1532909815764,1261.3303951789376,1284.4830898702846,"Brendan Green,Christian Gow,Rosanna Crawford,Julia Ransom","M,M,L,L","46,999,599,1013",27.74674880219028,31.29637234770705,24.90075290896646,121.75,185,64
Switzerland,2018,25,13,2018-02-20,Pyeongchang,South Korea,Olympic Winter Games,4,Mixed Relay,N/A,0,5940.434377848544,5771.250613876715,5822.051301596647,5233.553422661145,5074.913281298184,5946.432928939247,5497.094460988498,5725.674720761632,5169.247486568768,5106.707325053527,1485.108594462136,1442.8126534691787,1455.5128253991618,1308.3883556652863,1268.728320324546,1486.6082322348118,1374.2736152471246,1431.418680190408,1292.311871642192,1276.6768312633817,"Benjamin Weger,Serafin Wiestner,Elisa Gasparin,Lena Häcki-Gross","M,M,L,L","38,466,487,1238",26.207392197125255,28.37782340862423,22.642026009582477,133.5,227,80
