Nation,Season,Race,Place,Date,City,Country,Event,TeamSize,RaceType,Distance,MassStart,Team_Elo,Team_Individual_Elo,Team_Sprint_Elo,Team_Pursuit_Elo,Team_MassStart_Elo,Team_Pelo,Team_Individual_Pelo,Team_Sprint_Pelo,Team_Pursuit_Pelo,Team_MassStart_Pelo,Avg_Elo,Avg_Individual_Elo,Avg_Sprint_Elo,Avg_Pursuit_Elo,Avg_MassStart_Elo,Avg_Pelo,Avg_Individual_Pelo,Avg_Sprint_Pelo,Avg_Pursuit_Pelo,Avg_MassStart_Pelo,TeamMembers,MemberSexes,MemberIDs,AvgAge,MaxAge,MinAge,AvgExp,MaxExp,MinExp
Romania,2022,33,12,2022-03-13,Otepää,Estonia,World Cup,4,Mixed Relay,N/A,0,4778.941059077171,5074.122726127132,4824.387249229963,4988.14795465112,5107.555280097037,4774.975906253555,5253.852043199886,4831.846568845172,5057.652235475188,5119.989484104584,1194.7352647692928,1268.530681531783,1206.0968123074908,1247.03698866278,1276.8888200242593,1193.7439765633887,1313.4630107999715,1207.961642211293,1264.413058868797,1279.997371026146,"George Buta,Raul Flore,Elena Chirkova,Anastasia Tolmacheva","M,M,L,L","1015,1402,2636,2072",27.12731006160164,28.856947296372347,25.262149212867897,55.75,140,21
Estonia,2022,33,13,2022-03-13,Otepää,Estonia,World Cup,4,Mixed Relay,N/A,0,4873.402784928847,4829.133532927666,4949.004927232559,4863.880366585455,5107.555280097037,4872.5085852631455,4938.914996943958,4933.462948056695,4932.553260787128,5119.989484104584,1218.3506962322117,1207.2833832319166,1237.2512318081397,1215.9700916463637,1276.8888200242593,1218.1271463157864,1234.7287492359894,1233.3657370141736,1233.138315196782,1279.997371026146,"Kalev Ermits,Kristo Siimer,Johanna Talihärm,Susan Külm","M,M,L,L","891,1578,894,1043",26.64955509924709,29.478439425051334,22.830937713894592,94.5,165,23
Italy,2022,33,14,2022-03-13,Otepää,Estonia,World Cup,4,Mixed Relay,N/A,0,5357.014886477473,5234.119278288283,5267.647876334742,4987.676345529221,5098.557261243878,5363.862443970778,5176.224072834144,5214.980299217966,5026.8901171091675,5122.668303174123,1339.2537216193682,1308.5298195720707,1316.9119690836856,1246.9190863823053,1274.6393153109696,1340.9656109926946,1294.056018208536,1303.7450748044914,1256.7225292772919,1280.6670757935308,"Didier Bionaz,Tommaso Giacomel,Federica Sanfilippo,Samuela Comola","M,M,L,L","4389,4387,528,1803",24.810403832991103,31.383983572895275,21.935660506502394,69.75,169,20
Slovenia,2022,33,15,2022-03-13,Otepää,Estonia,World Cup,4,Mixed Relay,N/A,0,5004.725412124998,5216.7951811718,4969.897952578246,4935.052056531655,5104.199120496768,5009.723614073976,5267.485423388631,4960.590889523035,4950.850061410406,5114.47120909111,1251.1813530312495,1304.19879529295,1242.4744881445615,1233.7630141329137,1276.049780124192,1252.430903518494,1316.8713558471577,1240.1477223807588,1237.7125153526015,1278.6178022727775,"Klemen Bauer,Miha Dovzan,Nika Vindisar,Klara Vindisar","M,M,L,L","33,1098,2195,2571",34.290212183436005,60.035592060232716,18.754277891854894,145.0,390,3
Poland,2022,33,16,2022-03-13,Otepää,Estonia,World Cup,4,Mixed Relay,N/A,0,4963.608836913432,5015.819666169974,5037.899477444221,4893.770143101639,5145.089834091999,4970.076976453149,4992.931604634057,5113.708647641012,4941.206496044436,5156.285157766501,1240.902209228358,1253.9549165424935,1259.4748693610552,1223.4425357754099,1286.2724585229998,1242.5192441132872,1248.2329011585143,1278.427161910253,1235.301624011109,1289.0712894416251,"Jan Gunka,Marcin Zawol,Kamila Zuk,Kinga Zblyut","M,M,L,L","4559,4560,1554,1297",22.73511293634497,26.924024640657084,19.789185489390828,57.0,108,8
Moldova,2022,33,17,2022-03-13,Otepää,Estonia,World Cup,4,Mixed Relay,N/A,0,4979.779806983671,5153.646951187442,4965.152501131307,5019.460513774557,5122.064345272281,4988.595858292173,5238.82908214784,5002.494225698996,5050.174912503646,5148.185328023968,1244.9449517459177,1288.4117377968605,1241.2881252828267,1254.8651284436392,1280.5160863180702,1247.1489645730433,1309.70727053696,1250.623556424749,1262.5437281259115,1287.046332005992,"Maksim Makarov,Pavel Magazeev,Alina Stremous,Aliona Makarova","M,M,L,L","4841,544,2758,2779",28.50924024640657,33.667351129363446,26.258726899383984,21.75,35,8
Japan,2022,33,18,2022-03-13,Otepää,Estonia,World Cup,4,Mixed Relay,N/A,0,4587.228531097006,4746.848325384585,4635.493240681081,4820.307968455337,5107.555280097037,4593.881859778172,4872.845333316816,4651.775914697743,4885.873031965138,5119.989484104584,1146.8071327742516,1186.7120813461463,1158.8733101702703,1205.0769921138342,1276.8888200242593,1148.470464944543,1218.211333329204,1162.9439786744358,1221.4682579912844,1279.997371026146,"Mikito Tachizaki,Kosuke Ozaki,Yurie Tanaka,Sari Maeda","M,M,L,L","923,1853,1078,1677",32.05749486652978,33.82067077344285,29.429158110882955,124.0,151,94
Latvia,2022,33,19,2022-03-13,Otepää,Estonia,World Cup,4,Mixed Relay,N/A,0,4574.2595419112895,4725.113382124879,4673.921689782749,5013.5824557123815,5107.555280097037,4582.912844359073,4834.169539360585,4758.001315856533,5029.162934852895,5119.989484104584,1143.5648854778224,1181.2783455312197,1168.4804224456873,1253.3956139280954,1276.8888200242593,1145.7282110897681,1208.5423848401463,1189.5003289641334,1257.2907337132237,1279.997371026146,"Aleksandrs Patrijuks,Rudis Balodis,Annija Sabule,Sanita Bulina","M,M,L,L","1038,1793,1597,2459",24.180013689253936,28.199863107460644,20.895277207392198,36.5,98,6
Kazakhstan,2022,33,20,2022-03-13,Otepää,Estonia,World Cup,4,Mixed Relay,N/A,0,4501.712856454349,4865.202372758537,4583.554248143792,4946.627049396141,5116.516672917522,4511.564127840524,4892.041817658475,4647.590371519041,4945.723629016702,5123.34530466049,1125.4282141135873,1216.3005931896344,1145.888562035948,1236.6567623490353,1279.1291682293804,1127.891031960131,1223.0104544146188,1161.8975928797602,1236.4309072541755,1280.8363261651225,"Sergey Sirik,Danil Beletskiy,Darya Klimina,Yelizaveta Beletskaya","M,M,L,L","1336,4480,575,1577",27.772758384668034,32.51471594798083,25.17180013689254,70.75,153,22
France,2023,14,1,2023-01-08,Pokljuka,Slovenia,World Cup,4,Mixed Relay,N/A,0,6821.790972531933,6243.7869481862235,6483.190930943344,6143.689896152142,5328.014862702361,6814.189218054936,6171.777182565047,6476.55201195838,6110.9454618351665,5279.336884025327,1705.4477431329833,1560.9467370465559,1620.797732735836,1535.9224740380355,1332.0037156755902,1703.547304513734,1542.9442956412618,1619.138002989595,1527.7363654587916,1319.8342210063317,"Fabien Claude,Quentin Fillon Maillet,Julia Simon,Anais Chevalier-Bouchet","M,M,L,L","1089,992,1300,939",36.85147159479808,60.85968514715948,26.247775496235455,185.25,271,119
Italy,2023,14,2,2023-01-08,Pokljuka,Slovenia,World Cup,4,Mixed Relay,N/A,0,6128.670102035064,5579.404149260796,5968.965044124814,5599.545700499188,5210.568149492361,6115.620403770081,5507.843065799494,5917.255046780497,5515.766287594759,5217.308279403916,1532.167525508766,1394.851037315199,1492.2412610312035,1399.886425124797,1302.6420373730903,1528.9051009425202,1376.9607664498735,1479.3137616951242,1378.9415718986897,1304.327069850979,"Didier Bionaz,Tommaso Giacomel,Lisa Vittozzi,Dorothea Wierer","M,M,L,L","4389,4387,1292,54",26.582477754962355,32.766598220396986,22.759753593429156,175.75,353,57
Sweden,2023,14,3,2023-01-08,Pokljuka,Slovenia,World Cup,4,Mixed Relay,N/A,0,6488.176787519094,6028.709371980115,6323.320649083389,5699.85116190429,5175.03555005513,6481.638873198675,5827.533167733662,6285.798901894578,5696.172977745214,5179.436859450033,1622.0441968797736,1507.1773429950288,1580.8301622708473,1424.9627904760725,1293.7588875137826,1620.4097182996688,1456.8832919334154,1571.4497254736445,1424.0432444363034,1294.8592148625082,"Martin Ponsiluoma,Jesper Nelin,Elvira Öberg,Mona Brorsson","M,M,L,L","1135,1266,2266,525",36.19507186858316,57.86721423682409,23.865845311430526,152.0,213,101
Switzerland,2023,14,4,2023-01-08,Pokljuka,Slovenia,World Cup,4,Mixed Relay,N/A,0,5858.359889249898,5517.649094494065,5721.355524032998,5301.348254004366,5115.9756586191415,5846.580691283025,5531.794713938985,5602.77061880271,5249.6025350841255,5137.822994677905,1464.5899723124744,1379.4122736235163,1430.3388810082495,1325.3370635010915,1278.9939146547854,1461.6451728207562,1382.9486784847463,1400.6926547006774,1312.4006337710314,1284.4557486694762,"Sebastian Stalder,Jeremy Finello,Lena Häcki-Gross,Aita Gasparin","M,M,L,L","1873,1200,1238,1003",33.32922655715264,51.912388774811774,24.969199178644764,147.25,218,48
Germany,2023,14,5,2023-01-08,Pokljuka,Slovenia,World Cup,4,Mixed Relay,N/A,0,6468.128225798715,6200.472596268328,6296.82362769301,5723.204883915232,5290.283643003766,6465.59971279739,6076.6508902104915,6261.914743206752,5684.145898835876,5305.501509148294,1617.0320564496787,1550.118149067082,1574.2059069232525,1430.801220978808,1322.5709107509415,1616.3999281993474,1519.1627225526229,1565.478685801688,1421.036474708969,1326.3753772870734,"Benedikt Doll,Roman Rees,Denise Herrmann-Wick,Sophia Schneider","M,M,L,L","474,890,2158,1592",30.505817932922657,34.050650239561946,25.322381930184804,141.25,268,15
Norway,2023,14,6,2023-01-08,Pokljuka,Slovenia,World Cup,4,Mixed Relay,N/A,0,6179.443529099873,5664.590778854339,6113.815206173358,5424.618798681007,5241.51890481715,6175.99082686254,5611.177797269515,6088.28891685854,5388.512726134888,5212.285172752789,1544.8608822749682,1416.1476947135848,1528.4538015433395,1356.1546996702518,1310.3797262042874,1543.997706715635,1402.7944493173788,1522.072229214635,1347.128181533722,1303.0712931881972,"Filip Fjeld Andersen,Johannes Dale-Skjevdal,Karoline Offigstad Knotten,Ragnhild Femsteinevik","M,M,L,L","4291,3027,1275,1269",26.130732375085557,28.005475701574262,23.515400410677618,56.5,87,25
Czechia,2023,14,7,2023-01-08,Pokljuka,Slovenia,World Cup,4,Mixed Relay,N/A,0,5912.118959643583,5809.94925816781,5771.357186477357,5442.825015815879,5167.247145883234,5907.261162147244,5685.0667336472015,5646.48085947164,5421.394990088897,5178.198572106112,1478.0297399108958,1452.4873145419524,1442.8392966193392,1360.7062539539697,1291.8117864708086,1476.815290536811,1421.2666834118004,1411.62021486791,1355.3487475222244,1294.549643026528,"Jonas Marecek,Michal Krcmar,Marketa Davidova,Tereza Vobornikova","M,M,L,L","4423,477,1394,2442",25.61943874058864,31.958932238193018,21.900068446269678,119.5,277,13
Poland,2023,14,8,2023-01-08,Pokljuka,Slovenia,World Cup,4,Mixed Relay,N/A,0,4993.020675931606,5014.939040821813,5021.338556483543,5015.769171909885,5125.719700642928,4977.274661624991,5091.891932024868,4991.012966130624,5051.098888670771,5136.282528792646,1248.2551689829015,1253.7347602054533,1255.3346391208856,1253.9422929774712,1281.429925160732,1244.3186654062476,1272.972983006217,1247.753241532656,1262.7747221676927,1284.0706321981615,"Jan Gunka,Marcin Zawol,Kamila Zuk,Joanna Jakiela","M,M,L,L","4559,4560,1554,1612",22.585900068446268,25.138945927446954,20.61327857631759,41.75,119,14
Austria,2023,14,9,2023-01-08,Pokljuka,Slovenia,World Cup,4,Mixed Relay,N/A,0,5511.2597853965835,5354.707853011194,5487.907970585396,5206.178177225243,5089.735772314181,5505.664427420734,5436.650955938438,5447.568109617889,5214.394776233179,5093.890417111317,1377.8149463491459,1338.6769632527985,1371.976992646349,1301.5445443063109,1272.4339430785453,1376.4161068551834,1359.1627389846094,1361.8920274044722,1303.5986940582948,1273.4726042778293,"Felix Leitner,Harald Lemmerer,Dunja Zdouc,Tamara Steiner","M,M,L,L","1392,4416,1080,1587",35.62765229295003,59.841204654346335,25.623545516769337,85.25,152,8
Belgium,2023,14,10,2023-01-08,Pokljuka,Slovenia,World Cup,4,Mixed Relay,N/A,0,5502.047077438976,5232.939440101316,5504.446697648205,5110.025827276292,5126.026586130107,5498.550373006994,5246.724036911752,5524.430354041643,5130.724379457866,5129.516360215921,1375.511769359744,1308.234860025329,1376.1116744120513,1277.506456819073,1281.5066465325267,1374.6375932517485,1311.681009227938,1381.1075885104108,1282.6810948644666,1282.3790900539802,"Thierry Langer,Florent Claude,Lotte Lie,Maya Cloetens","M,M,L,L","917,494,1237,2588",27.67693360711841,31.208761122518823,20.999315537303218,75.5,136,3
Ukraine,2023,14,11,2023-01-08,Pokljuka,Slovenia,World Cup,4,Mixed Relay,N/A,0,5302.083080182252,5432.384425425677,5304.78504024694,5139.950373053671,5104.48799529844,5297.9388235694105,5337.817497382215,5316.137885596163,5187.7242729741465,5119.954632618205,1325.520770045563,1358.0961063564193,1326.196260061735,1284.9875932634177,1276.12199882461,1324.4847058923526,1334.4543743455538,1329.0344713990407,1296.9310682435366,1279.9886581545513,"Bogdan Tsymbal,Ruslan Tkalenko,Darya Blashko,Yuliia Dzhima","M,M,L,L","1779,912,1348,505",28.704312114989733,32.303901437371664,25.415468856947296,103.5,255,46
Slovenia,2023,14,12,2023-01-08,Pokljuka,Slovenia,World Cup,4,Mixed Relay,N/A,0,5065.289555372174,5192.592491097048,5043.028083432487,4884.074481255173,5107.555280097037,5059.698195545461,5190.470604441659,5164.6445351216025,4936.929326200001,5119.989484104584,1266.3223888430434,1298.148122774262,1260.7570208581217,1221.0186203137932,1276.8888200242593,1264.9245488863653,1297.6176511104147,1291.1611337804006,1234.2323315500003,1279.997371026146,"Lovro Planko,Rok Trsan,Anamarija Lampic,Ziva Klemencic","M,M,L,L","3459,1209,2354,2218",30.747433264887064,51.81108829568788,21.61533196440794,48.25,140,4
USA,2023,14,13,2023-01-08,Pokljuka,Slovenia,World Cup,4,Mixed Relay,N/A,0,4949.997117200764,5206.224538041015,4964.13017059762,5011.468369395646,5115.291883130153,4944.918225295413,5222.049980385873,5006.378203555133,5072.603780313036,5139.992113078439,1237.499279300191,1301.5561345102537,1241.032542649405,1252.8670923489115,1278.8229707825383,1236.2295563238533,1305.5124950964682,1251.5945508887833,1268.150945078259,1284.9980282696097,"Jake Brown,Vaclav Cervenka,Kelsey Joan Dickinson,Chloe Levins","M,M,L,L","3571,1798,1225,1602",27.213552361396303,30.781656399726213,23.920602327173167,29.25,85,8
Slovakia,2023,14,14,2023-01-08,Pokljuka,Slovenia,World Cup,4,Mixed Relay,N/A,0,5121.389390404294,5285.4652072477365,5107.723069513101,5066.154356774295,5145.261291153392,5121.2290304666185,5215.584797903908,5104.9915027257775,5096.098361097923,5178.857538172287,1280.3473476010736,1321.3663018119341,1276.9307673782753,1266.5385891935737,1286.315322788348,1280.3072576166546,1303.896199475977,1276.2478756814444,1274.0245902744807,1294.7143845430717,"Tomas Sklenarik,Michal Sima,Maria Remenova,Paulina Batovska Fialkova","M,M,L,L","3506,914,2249,947",26.647501711156742,30.696783025325118,22.45037645448323,99.5,226,23
Finland,2023,14,15,2023-01-08,Pokljuka,Slovenia,World Cup,4,Mixed Relay,N/A,0,5154.59905707639,5173.520236320517,5163.786800825249,4861.842899007537,5122.507098756489,5157.196455597999,5004.298373166961,5139.135716762317,4913.865391179994,5155.510723270143,1288.6497642690974,1293.3800590801293,1290.9467002063122,1215.4607247518843,1280.6267746891222,1289.2991138994998,1251.0745932917403,1284.7839291905793,1228.4663477949985,1288.8776808175357,"Jaakko Ranta,Olli Hiidensalo,Nastassia Kinnunen,Venla Lehtonen","M,M,L,L","1775,920,93,2309",30.755646817248458,37.82067077344285,25.437371663244353,112.75,174,55
Bulgaria,2023,14,16,2023-01-08,Pokljuka,Slovenia,World Cup,4,Mixed Relay,N/A,0,5017.068125230481,5155.259093634263,5076.167778537305,5042.3891316488425,5081.865394168533,5019.972202699425,5205.709336636364,5169.965373761357,5081.082947563908,5075.392099840544,1254.2670313076203,1288.8147734085658,1269.0419446343262,1260.5972829122106,1270.4663485421333,1254.9930506748562,1301.427334159091,1292.4913434403393,1270.270736890977,1268.848024960136,"Blagoy Todev,Vladimir Iliev,Lora Hristova,Milena Todorova","M,M,L,L","4563,123,2569,1598",25.522245037645447,35.813826146475016,19.71252566735113,121.25,349,12
Estonia,2023,14,17,2023-01-08,Pokljuka,Slovenia,World Cup,4,Mixed Relay,N/A,0,4939.856474959707,4926.213407073893,4945.9253492346,4909.2429880847685,5122.533563300329,4943.9329568957755,5004.019388703893,5022.989068643649,4905.403840327857,5139.992113078439,1234.9641187399268,1231.5533517684732,1236.48133730865,1227.3107470211921,1280.6333908250822,1235.9832392239439,1251.0048471759733,1255.7472671609123,1226.3509600819643,1284.9980282696097,"Robert Heldna,Tuudor Palm,Johanna Talihärm,Tuuli Tomingas","M,M,L,L","1420,4547,894,1245",25.447638603696095,29.533196440793976,20.941820670773442,80.0,174,2
Moldova,2023,14,18,2023-01-08,Pokljuka,Slovenia,World Cup,4,Mixed Relay,N/A,0,4848.98053229908,5111.831223834364,4891.47671151734,4893.09344455984,5122.064345272282,4853.97617351027,5045.378350856815,4887.936389365877,4912.491250814483,5148.185328023968,1212.24513307477,1277.957805958591,1222.869177879335,1223.27336113996,1280.5160863180704,1213.4940433775676,1261.3445877142037,1221.9840973414694,1228.1228127036206,1287.046332005992,"Pavel Magazeev,Mihail Usov,Alla Ghilenko,Alina Stremous","M,M,L,L","544,4419,928,2758",29.713894592744694,34.49144421629021,26.2943189596167,44.0,48,39
South Korea,2023,14,19,2023-01-08,Pokljuka,Slovenia,World Cup,4,Mixed Relay,N/A,0,4881.320995950982,4806.833232686189,4945.157340110181,5003.0827667421345,5091.783339181046,4889.362720243127,4926.920080168251,4891.004405340013,4990.785277848173,5109.691984488536,1220.3302489877456,1201.7083081715473,1236.2893350275453,1250.7706916855336,1272.9458347952616,1222.3406800607818,1231.7300200420627,1222.7511013350033,1247.6963194620432,1277.422996122134,"Dujin Choi,Timofei Lapshin,Ekaterina Avvakumova,Eunjung Ko","M,M,L,L","1227,545,1638,1359",30.413415468856947,34.92950034223135,26.5927446954141,81.75,139,38
Lithuania,2023,14,20,2023-01-08,Pokljuka,Slovenia,World Cup,4,Mixed Relay,N/A,0,4704.524918983977,4875.807021971639,4720.720739093196,4841.628082596705,5107.555280097037,4711.8506569614965,4985.148648552018,4737.882360148762,4879.739155071591,5119.989484104584,1176.1312297459942,1218.9517554929098,1180.180184773299,1210.4070206491763,1276.8888200242593,1177.9626642403741,1246.2871621380045,1184.4705900371905,1219.9347887678978,1279.997371026146,"Maksim Fomin,Karol Dombrovski,Natalija Kocergina,Gabriele Lescinskaite","M,M,L,L","3534,844,906,1313",29.585900068446268,37.72758384668035,22.239561943874058,122.25,194,15
Canada,2023,14,21,2023-01-08,Pokljuka,Slovenia,World Cup,4,Mixed Relay,N/A,0,5438.3995841015785,5424.325754162408,5381.97860147072,5078.05070346314,5143.14752526305,5459.262974737602,5436.886643464029,5413.4183632215945,5043.858428992187,5143.913940683667,1359.5998960253946,1356.081438540602,1345.49465036768,1269.512675865785,1285.7868813157625,1364.8157436844006,1359.2216608660071,1353.3545908053986,1260.9646072480468,1285.9784851709167,"Adam Runnalls,Christian Gow,Emma Lunder,Nadia Moser","M,M,L,L","1772,999,501,1786",27.720054757015742,31.35112936344969,24.265571526351813,111.75,177,56
Romania,2023,14,22,2023-01-08,Pokljuka,Slovenia,World Cup,4,Mixed Relay,N/A,0,4702.020624702434,4946.718955048874,4818.586417803835,5015.634994806955,5107.555280097037,4713.859996029812,5139.382688896613,4860.411877710342,5115.9253800308325,5119.989484104584,1175.5051561756086,1236.6797387622184,1204.6466044509586,1253.9087487017387,1276.8888200242593,1178.464999007453,1284.8456722241533,1215.1029694275855,1278.9813450077081,1279.997371026146,"Dmitrii Shamaev,George Coltea,Elena Chirkova,Anastasia Tolmacheva","M,M,L,L","1312,3484,2636,2072",26.5523613963039,28.019164955509925,22.644763860369608,26.25,32,20
