"FISName","Skier","ID","Nation","StartOrder","Bib","Is_Host_Nation","In_Startlist","Year","Run1","Run2","Time","Points","Discipline","Elo","Downhill_Elo","Super.G_Elo","Giant.Slalom_Elo","Slalom_Elo","Combined_Elo","Tech_Elo","Speed_Elo","Race_Elo","Race1_Prob","City","Country","Race_Type","Race_Date","Race2_Prob","Race3_Prob","Race4_Prob","Sex"
"Je-Yun Park","Je-Yun Park",2550,"South Korea",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1273.70087485739,1252.06881002526,1300,1274.49142998915,1285.09445354426,1289.22828769153,1272.54752816392,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Leo Anguenot","Leo Anguenot",2997,"France",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1462.67270813899,1252.06881002526,1300,1510.7475249748,1203.94808932641,1300,1458.26149248559,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.6,0.210526315789474,"M"
"Faiz Basha","Faiz Basha",7334,"Singapore",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1254.67812748507,1252.06881002526,1300,1272.58578887731,1279.15235634222,1298.02926289238,1257.01168605459,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.0769230769230769,0.0666666666666667,"M"
"Tamas Trunk","Tamas Trunk",5485,"Hungary",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1282.5343055773,1252.06881002526,1300,1293.82482205334,1281.15707347625,1300,1282.59787522883,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.0540540540540541,"M"
"Mikkel Remsøy","Mikkel Remsøy",5471,"Norway",999,999,"True","False",NA,NA,NA,NA,NA,"Super G",1220.78042866373,1252.06881002526,1300,1236.18912695073,1220.5798918662,1300,1224.0815118162,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.208333333333333,"M"
"Konstantin Stoilov","Konstantin Stoilov",5483,"Bulgaria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1285.74704571849,1300,1300,1287.25147657362,1247.2320297309,1300,1287.77220692452,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.02,0,"M"
"Joohyoun Kim","Joohyoun Kim",7389,"South Korea",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1250.90718153356,1252.06881002526,1300,1280.27722506299,1284.63804764074,1289.22828769153,1263.0368051583,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Felix Maksimow","Felix Maksimow",7250,"Finland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1271.59621298066,1252.06881002526,1300,1289.48055741223,1280.90238157231,1289.22828769153,1271.69844685889,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Luca Carrick-Smith","Luca Carrick-Smith",7354,"Great Britain",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1283.65985276242,1252.06881002526,1300,1300,1283.20243980222,1289.22828769153,1284.51999534286,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.2,"M"
"Dominik Zerhoch","Dominik Zerhoch",5569,"Germany",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1285.28594386726,1252.06881002526,1300,1281.99316799353,1285.24675358509,1289.22828769153,1286.06111335101,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.0909090909090909,"M"
"Alexander Boniolo Lund","Alexander Boniolo Lund",7266,"Denmark",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1251.84797465519,1252.06881002526,1300,1258.57974437894,1298.64116079275,1289.22828769153,1251.50321081776,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Jasper Palosaari","Jasper Palosaari",7240,"Finland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1295.47233173023,1252.06881002526,1300,1300,1297.55116079275,1289.22828769153,1295.74156435258,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Urho Rechardt","Urho Rechardt",7970,"Finland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1298.64897406599,1252.06881002526,1300,1300,1298.64116079275,1289.22828769153,1298.76934213036,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Alexander Ax Swartz","Alexander Ax Swartz",7962,"Sweden",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1284.02503272496,1252.06881002526,1300,1291.87125132325,1300.06556172062,1300,1293.76991807445,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Jan Lodzinski","Jan Lodzinski",7236,"Poland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1276.10830213757,1252.06881002526,1300,1293.69457179373,1284.52114383569,1289.22828769153,1278.43917130232,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Zak Carrick-Smith","Zak Carrick-Smith",7960,"Great Britain",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1286.24318918831,1252.06881002526,1300,1281.22918789775,1285.09613050923,1300,1286.92204885671,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,1,"M"
"Miha Oserban","Miha Oserban",7232,"Slovenia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1275.10563528917,1252.06881002526,1300,1287.03011765109,1286.18613050923,1300,1276.37737833269,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.333333333333333,0.333333333333333,"M"
"Felix Lindenmayer","Felix Lindenmayer",5568,"Germany",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1234.81019106589,1252.06881002526,1300,1275.89349263839,1262.08944785817,1289.22828769153,1237.82458198347,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Florian Neumayer","Florian Neumayer",7954,"Austria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1228.37781959617,1252.06881002526,1300,1264.07694944853,1261.22932936112,1300,1229.86431227992,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Alexander Schmid","Alexander Schmid",2410,"Germany",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1453.34661119017,1300,1300,1475.8758298017,1305.59212607014,1300,1452.60858743558,1298.91721165465,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.68,0.12280701754386,"M"
"Jakob Franzelin","Jakob Franzelin",7356,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1255.0869822979,1252.06881002526,1300,1302.9007148348,1248.27679999174,1289.22828769153,1256.01243859039,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Theodor Brækken","Theodor Brækken",6709,"Norway",999,999,"True","False",NA,NA,NA,NA,NA,"Super G",1228.54952223756,1279.73958250523,1300,1275.39256505582,1239.61482104037,1289.22828769153,1230.04725374856,1279.49527679394,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.0689655172413793,0.382352941176471,"M"
"Luca Poberai","Luca Poberai",7209,"Lithuania",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1287.10750300265,1252.06881002526,1300,1293.53153714382,1297.60250682627,1300,1288.43393638973,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Daniel Yule","Daniel Yule",2404,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1457.55629884995,1252.06881002526,1300,1271.80225645585,1458.31893176068,1289.22828769153,1458.97901848591,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.02,0.964912280701754,"M"
"Filip Aronsson Elfman","Filip Aronsson Elfman",7247,"Sweden",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1220.73022970974,1252.06881002526,1300,1300,1219.72416459558,1289.22828769153,1223.2287733303,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Leo Scherer","Leo Scherer",7961,"Germany",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1271.38723018238,1252.06881002526,1300,1279.56880263517,1300.17152698721,1300,1272.75261413376,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Giuliano Fux","Giuliano Fux",7235,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1276.34598528448,1252.06881002526,1300,1286.52167885872,1280.37234671433,1289.22828769153,1275.01410266055,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Altti Pyrro","Altti Pyrro",7339,"Finland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1301.24297132674,1252.06881002526,1300,1301.9007148348,1300,1300,1300.78784346224,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Se Hyun Kim","Se Hyun Kim",7376,"South Korea",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1242.28128917975,1252.06881002526,1300,1272.17416368064,1287.05613425307,1300,1254.35216541942,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Philippe Beck","Philippe Beck",7351,"Slovakia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1251.48543351557,1252.06881002526,1300,1270.55563719914,1297.4931707774,1289.22828769153,1263.02830017322,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Matthias Kristinsson","Matthias Kristinsson",7228,"Iceland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1287.95709173588,1252.06881002526,1300,1301.7122481427,1287.93138046016,1289.22828769153,1288.67778076951,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Asaja Sturm","Asaja Sturm",7355,"Austria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1158.36413136737,1252.06881002526,1300,1200.22835356066,1242.74373635713,1300,1161.22345845575,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Edoardo Simonelli","Edoardo Simonelli",7580,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1249.5298324317,1252.06881002526,1300,1269.9755394938,1272.96021051923,1300,1250.121304667,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Fadri Janutin","Fadri Janutin",5338,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1226.87020742174,1252.06881002526,1300,1230.69956530303,1282.73976591415,1289.22828769153,1229.16818672762,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.704545454545455,0.104166666666667,"M"
"Fredrik Andersen","Fredrik Andersen",7241,"Norway",999,999,"True","False",NA,NA,NA,NA,NA,"Super G",1249.40939958258,1286.90072364132,1300,1270.79362610255,1300,1289.22828769153,1263.91904161435,1285.72521752025,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Nick Spörri","Nick Spörri",5564,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1177.80332766127,1252.06881002526,1300,1184.12765647593,1235.63110962741,1289.22828769153,1178.45699916677,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Clement Talayrach","Clement Talayrach",7952,"France",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1166.25344211692,1252.06881002526,1300,1206.02732346256,1242.61810100259,1289.22828769153,1169.21324738395,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Halvor Hilde Gunleiksrud","Halvor Hilde Gunleiksrud",5337,"Norway",999,999,"True","False",NA,NA,NA,NA,NA,"Super G",1262.53933566079,1252.06881002526,1300,1271.98310888053,1278.28552966027,1289.22828769153,1262.40744781277,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.137931034482759,0.147058823529412,"M"
"Gino Stucki","Gino Stucki",7332,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1275.92740785971,1252.06881002526,1300,1288.87620007096,1289.57015751055,1302.02926289238,1283.15546040487,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Neo Kamada","Neo Kamada",7204,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1186.40839405386,1252.06881002526,1300,1236.05737272295,1222.13830065877,1300,1181.70506919732,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Peder Lunder","Peder Lunder",7230,"Norway",999,999,"True","False",NA,NA,NA,NA,NA,"Super G",1250.60966959769,1252.06881002526,1300,1212.30145702143,1249.88694206214,1289.22828769153,1253.00725021465,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.272727272727273,"M"
"Stanislaw Sarzynski","Stanislaw Sarzynski",7254,"Poland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1289.79814299904,1252.06881002526,1300,1294.82116125984,1297.55116079275,1300,1289.53283870995,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Adam Novacek","Adam Novacek",7242,"Slovakia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1286.79103948249,1252.06881002526,1300,1300,1286.72024665872,1289.22828769153,1287.52605667001,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.133333333333333,"M"
"Marek Muller","Marek Muller",6965,"Czechia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1312.47649800448,1300,1300,1313.03247110226,1262.51545077945,1298.02926289238,1312.32176585387,1299.39372756195,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.5,0,"M"
"Thomas Hoffman","Thomas Hoffman",5447,"Australia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1206.22530486428,1252.06881002526,1300,1240.75850398783,1260.60343579465,1300,1212.55863841638,1300,1300,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Aldo Tomasek","Aldo Tomasek",7353,"Czechia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1202.67368864848,1252.06881002526,1299.95989625868,1259.19151434595,1248.25416085877,1289.22828769153,1216.59744650122,1298.62861686733,1299.95989625868,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Yusaku Naoe","Yusaku Naoe",7201,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1223.90061626459,1298.32477839614,1299.95060220726,1278.22874359903,1235.4990602582,1289.22828769153,1225.80852764598,1299.1209078241,1299.95060220726,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Aurelio Wyrsch","Aurelio Wyrsch",7226,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1264.24110850715,1252.06881002526,1299.90494614203,1276.89725483732,1293.96545449697,1289.22828769153,1266.97623203641,1298.51755007209,1299.90494614203,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Marc Ubeira Cierco","Marc Ubeira Cierco",8616,"Spain",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1278.43917542853,1252.06881002526,1299.90494614203,1301.9007148348,1279.3905157818,1289.22828769153,1281.0134989812,1298.51755007209,1299.90494614203,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Roger Barcelo Castellet","Roger Barcelo Castellet",8617,"Spain",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1255.0606507282,1252.06881002526,1299.90494614203,1293.9007148348,1265.76891744914,1289.22828769153,1259.5320632156,1298.51755007209,1299.90494614203,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Delio Kunz","Delio Kunz",5622,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1232.23001950256,1308.78256204698,1299.89054263103,1215.49092053917,1248.29879255323,1289.22828769153,1195.64972249263,1311.05585362391,1299.89054263103,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Louis Muhlen-Schulte","Louis Muhlen-Schulte",3008,"Australia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1178.58478794544,1300.75092529552,1299.88377072579,1213.8897791231,1185.29908111954,1299.87077349939,1178.86913276473,1299.78503639448,1299.88377072579,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.42,0.228070175438596,"M"
"Tomas Barata","Tomas Barata",6885,"Spain",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1298.5074116569,1300,1299.46527357599,1302.62841182813,1296.35585720797,1300.26621981114,1298.55131027743,1298.97133811514,1299.46527357599,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.0769230769230769,0.0666666666666667,"M"
"Tvrtko Ljutic","Tvrtko Ljutic",5461,"Croatia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1220.24800043251,1252.06881002526,1299.46527357599,1298.98688177348,1214.07856654151,1313.98099750211,1222.05886375326,1298.83983282352,1299.46527357599,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.0285714285714286,0.216216216216216,"M"
"Juntong Liu","Juntong Liu",5407,"China",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1275.45471287697,1298.32477839614,1299.43786721275,1289.65716340442,1285.58098473199,1289.22828769153,1278.87024576315,1296.27590610931,1299.43786721275,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Jinyang Li","Jinyang Li",7881,"China",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1219.766230028,1298.32477839614,1299.43786721275,1267.83750047331,1269.75911557254,1289.22828769153,1231.4654908807,1296.27590610931,1299.43786721275,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Jiahao Li","Jiahao Li",7870,"China",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1269.91440588924,1298.32477839614,1299.43786721275,1285.21664519991,1290.32163672285,1289.22828769153,1273.71793757879,1296.27590610931,1299.43786721275,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Albert Popov","Albert Popov",2597,"Bulgaria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1451.4826653401,1297.3094016219,1299.43181323599,1284.43117204217,1453.25608334469,1302.08014047453,1452.3718497591,1295.59554352589,1299.43181323599,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.06,0.789473684210526,"M"
"Davis Colon","Davis Colon",7496,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1272.24211177293,1275.76920964737,1299.37661850611,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1273.24077138409,1299.37661850611,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Reto Mächler","Reto Mächler",5664,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1284.15811084296,1252.06881002526,1299.37091008941,1247.47030669028,1284.48766521214,1297.91382625938,1284.81159552677,1299.39440589852,1299.37091008941,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.0416666666666667,"M"
"Auguste Aulnette","Auguste Aulnette",5430,"France",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1286.6359785892,1279.14858935282,1299.37091008941,1235.53396511859,1286.23192085221,1297.91382625938,1287.31444294207,1279.56869385093,1299.37091008941,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.25,"M"
"Christian Oliveira Søvik","Christian Oliveira Søvik",5669,"Norway",999,999,"True","False",NA,NA,NA,NA,NA,"Super G",1222.60191116452,1300,1299.37091008941,1220.85407843315,1247.14949504957,1297.91382625938,1217.22344187858,1298.78980954722,1299.37091008941,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Filippo Della Vite","Filippo Della Vite",5526,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1385.25805534074,1252.06881002526,1299.37091008941,1382.93780691512,1286.79867676085,1297.91382625938,1383.71605845343,1299.39440589852,1299.37091008941,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.78,0.0175438596491228,"M"
"Marinus Sennhofer","Marinus Sennhofer",5480,"Germany",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1289.50376763766,1252.06881002526,1299.37091008941,1183.28919033857,1289.50764720996,1297.91382625938,1289.92811264264,1299.39440589852,1299.37091008941,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.0714285714285714,"M"
"Edouard Guigonnet","Edouard Guigonnet",5563,"Great Britain",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1284.14206538778,1266.94721865948,1299.37091008941,1295.63116818979,1284.8776548351,1285.98099750211,1286.30285550112,1269.93196192872,1299.37091008941,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.027027027027027,"M"
"Oskar Gillberg","Oskar Gillberg",5440,"Sweden",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1244.35824165204,1252.06881002526,1299.37091008941,1264.97960124796,1283.06188870741,1297.91382625938,1247.16855322463,1299.39440589852,1299.37091008941,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Xavier Cornella Guitart","Xavier Cornella Guitart",5576,"Andorra",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1308.70195689769,1252.06881002526,1299.37091008941,1262.20909251976,1309.67235634222,1297.91382625938,1308.92038533094,1299.39440589852,1299.37091008941,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.5,"M"
"Kilian Pramstaller","Kilian Pramstaller",5707,"Austria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1257.06512489709,1252.06881002526,1299.37091008941,1282.62822005423,1269.2189409087,1297.91382625938,1256.42889906928,1299.39440589852,1299.37091008941,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.0222222222222222,0.0588235294117647,"M"
"Jesper Pohjolainen","Jesper Pohjolainen",5401,"Finland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1231.38402310718,1300,1299.37091008941,1329.03247110226,1175.54847026516,1297.91382625938,1231.7264404563,1298.78980954722,1299.37091008941,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.0277777777777778,0.358974358974359,"M"
