FISName,Skier,ID,Nation,StartOrder,Bib,Is_Host_Nation,In_Startlist,Year,Run1,Run2,Time,Points,Discipline,Elo,Downhill_Elo,Super G_Elo,Giant Slalom_Elo,Slalom_Elo,Combined_Elo,Tech_Elo,Speed_Elo,Race_Elo,Race1_Prob,City,Country,Race_Type,Race_Date
Mikoto Onishi,Mikoto Onishi,5412,Japan,999,999,False,False,,,,,,Slalom,1270.8638874789067,1300.7644218209043,1300.5971930920846,1291.123463662052,1271.3831319949454,1300.0,1265.7530484835736,1301.2181581034351,1271.3831319949454,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Elyssa Kuster,Elyssa Kuster,5507,Switzerland,999,999,False,False,,,,,,Slalom,1273.5246152791676,1265.5709253288426,1299.370391164523,1300.3781790501737,1271.308896810298,1300.0,1274.0964150828968,1299.3156423723974,1271.308896810298,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Stella Buchheister,Stella Buchheister,5283,USA,999,999,False,False,,,,,,Slalom,1225.311967070552,1265.5709253288426,1296.7593910699488,1263.3000514277878,1271.1787951224462,1289.5884390520164,1227.9019329607904,1296.421891882164,1271.1787951224462,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Nicole Wordley,Nicole Wordley,5133,Great Britain,999,999,False,False,,,,,,Slalom,1191.2724299947606,1268.8363137309298,1295.8712331266454,1269.717221508996,1270.8488438394616,1289.5884390520164,1226.2669623835625,1262.7378580704103,1270.8488438394616,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Yukino Hatanaka,Yukino Hatanaka,5281,Japan,999,999,False,False,,,,,,Slalom,1252.0703309731136,1265.5709253288426,1298.579580152614,1283.7235683821475,1269.9469674662269,1300.0,1252.0442029885353,1298.755473866514,1269.9469674662269,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Manutea Jean,Manutea Jean,6472,France,999,999,True,False,,,,,,Slalom,1270.4903337679111,1265.5709253288426,1272.5450984839335,1270.617575494574,1269.7128353084147,1289.5884390520164,1268.6660181390732,1261.9723462816562,1269.7128353084147,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Yui Ishizuka,Yui Ishizuka,5408,Japan,999,999,False,False,,,,,,Slalom,1271.8517124523914,1265.5709253288426,1272.5450984839335,1292.662972578334,1269.5258486938574,1289.5884390520164,1271.452556790586,1261.9723462816562,1269.5258486938574,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Giselle Gorringe,Giselle Gorringe,4967,Great Britain,999,999,False,False,,,,,,Slalom,1305.4414388202238,1291.0097314469565,1257.0043720774877,1304.7802396571262,1269.4968566508194,1289.5884390520164,1305.4950736699166,1238.4344445952463,1269.4968566508194,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Logan Grosdidier,Logan Grosdidier,6162,USA,999,999,False,False,,,,,,Slalom,1247.7260673155145,1265.5709253288426,1297.260208855333,1272.8468659301902,1269.464460205234,1289.5884390520164,1243.0041201117535,1296.571532479413,1269.464460205234,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Lisa Grill,Lisa Grill,3899,Austria,999,999,False,False,,,,,,Slalom,1252.1787290228997,1269.1597900530082,1264.6445739034043,1291.383766691722,1269.4475511257915,1278.3300856795995,1289.097637133097,1251.1921351318754,1269.4475511257915,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Juliette Fournier,Juliette Fournier,6142,Switzerland,999,999,False,False,,,,,,Slalom,1270.4568714552115,1265.5709253288426,1272.5450984839335,1277.0561235202454,1269.2472784302518,1289.5884390520164,1265.1524178416862,1261.9723462816562,1269.2472784302518,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Emma Resnick,Emma Resnick,4114,USA,999,999,False,False,,,,,,Slalom,1227.982826351237,1265.5709253288426,1300.0,1246.959908008095,1269.0922086035384,1300.0,1228.2223928568808,1300.0,1269.0922086035384,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Ruby Smith,Ruby Smith,6236,USA,999,999,False,False,,,,,,Slalom,1244.7157254772071,1298.0371097514023,1298.3647754060803,1280.9951708948186,1269.0591560468224,1289.5884390520164,1247.1762135685822,1296.9022820116534,1269.0591560468224,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Tallulah Proulx,Tallulah Proulx,6339,Philippines,999,999,False,False,,,,,,Slalom,1242.4839565762268,1265.5709253288426,1272.5450984839335,1264.0094700247078,1269.0362840475298,1289.5884390520164,1239.4406586763057,1261.9723462816562,1269.0362840475298,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Olivia Howeson,Olivia Howeson,5981,Great Britain,999,999,False,False,,,,,,Slalom,1251.487600532045,1265.5709253288426,1272.5450984839335,1288.0088517508466,1268.945949090181,1289.5884390520164,1252.534914469869,1261.9723462816562,1268.945949090181,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Seoyun Park,Seoyun Park,5527,South Korea,999,999,False,False,,,,,,Slalom,1226.510124804042,1265.5709253288426,1272.5450984839335,1278.147050822913,1268.9141990020912,1289.5884390520164,1232.051894600309,1261.9723462816562,1268.9141990020912,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Esma Alic,Esma Alic,4062,Bosnia&Herzegovina,999,999,False,False,,,,,,Slalom,1247.128472957899,1265.5709253288426,1272.5450984839335,1266.127115900303,1268.8027779064275,1289.5884390520164,1244.5766868211865,1261.9723462816562,1268.8027779064275,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Paige Dehart,Paige Dehart,5301,USA,999,999,False,False,,,,,,Slalom,1205.1306401608738,1296.6867909564626,1297.2454824094564,1235.0718633515417,1268.7207295970004,1289.5884390520164,1210.5658944958427,1293.9415820996298,1268.7207295970004,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Stephanie Brunner,Stephanie Brunner,234,Austria,999,999,False,False,,,,,,Slalom,1347.1480728790275,1282.1076885875843,1255.1421725717998,1391.7431523513544,1268.6084569275172,1344.9718716090017,1400.3603193816514,1268.1435476475372,1268.6084569275172,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Eren Watanabe,Eren Watanabe,4205,Japan,999,999,False,False,,,,,,Slalom,1267.606225935278,1265.5709253288426,1272.5450984839335,1266.7383060867078,1268.28980745507,1289.5884390520164,1267.1554269198282,1261.9723462816562,1268.28980745507,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Anina Zurbriggen,Anina Zurbriggen,5315,Switzerland,999,999,False,False,,,,,,Slalom,1257.4424193555783,1265.5709253288426,1272.5450984839335,1278.6265660371832,1267.8843526269732,1289.5884390520164,1256.2096367324584,1261.9723462816562,1267.8843526269732,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Kseniya Grigoreva,Kseniya Grigoreva,150,Uzbekistan,999,999,False,False,,,,,,Slalom,1218.3837030725122,1265.5709253288426,1272.5450984839335,1223.8652952194432,1267.8841589394567,1289.5884390520164,1211.5900874380202,1261.9723462816562,1267.8841589394567,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Riia Pallari,Riia Pallari,4572,Finland,999,999,False,False,,,,,,Slalom,1268.1052066224922,1265.5709253288426,1272.5450984839335,1296.062705173205,1267.856827759348,1289.5884390520164,1268.102146626216,1261.9723462816562,1267.856827759348,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Olivia Levesque,Olivia Levesque,5991,Canada,999,999,False,False,,,,,,Slalom,1218.512128158967,1265.5709253288426,1300.0,1264.0908802653375,1267.841264872209,1289.5884390520164,1220.6096500413655,1298.5090763915537,1267.841264872209,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Amy Attala,Amy Attala,6072,Canada,999,999,False,False,,,,,,Slalom,1225.6457551592575,1265.5709253288426,1272.5450984839335,1268.5137436104158,1267.6412124892936,1289.5884390520164,1225.1167314351655,1261.9723462816562,1267.6412124892936,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Christina Ager,Christina Ager,390,Austria,999,999,False,False,,,,,,Slalom,1312.423870625027,1305.8136807290657,1280.2049621924823,1277.6502685226492,1267.6111478301773,1309.8587473290609,1278.2117922627076,1299.297898867691,1267.6111478301773,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Hikari Amano,Hikari Amano,5423,Japan,999,999,False,False,,,,,,Slalom,1250.826654498475,1265.5709253288426,1272.5450984839335,1286.7888950769157,1267.4636306442233,1289.5884390520164,1250.0740159716686,1261.9723462816562,1267.4636306442233,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Annette Belfrond,Annette Belfrond,4065,Italy,999,999,False,False,,,,,,Slalom,1253.3907391622588,1265.5709253288426,1297.130843748104,1278.364768509056,1267.355485775179,1300.0,1251.2088902702717,1296.6368663509286,1267.355485775179,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Aura Wieser,Aura Wieser,5917,USA,999,999,False,False,,,,,,Slalom,1216.1778933071923,1298.054029084315,1297.308872225038,1263.1062139349042,1266.9348715141307,1289.5884390520164,1225.0957373621995,1293.5670772820972,1266.9348715141307,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Anastasia Alina Papathoma Paraskevaidou,Anastasia Alina Papathoma Paraskevaidou,6514,Azerbaijan,999,999,False,False,,,,,,Slalom,1268.6230426334043,1265.5709253288426,1272.5450984839335,1270.617575494574,1266.7560537212344,1289.5884390520164,1266.6163792926775,1261.9723462816562,1266.7560537212344,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Shizuku Hirota,Shizuku Hirota,5430,Japan,999,999,False,False,,,,,,Slalom,1257.5539519097792,1265.5709253288426,1272.5450984839335,1286.6071233824682,1266.742488054333,1289.5884390520164,1253.2194154211604,1261.9723462816562,1266.742488054333,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Seika Kotsugai,Seika Kotsugai,5410,Japan,999,999,False,False,,,,,,Slalom,1263.5415049440487,1265.5709253288426,1272.5450984839335,1294.247813214511,1266.4989409372406,1289.5884390520164,1262.6184728929816,1261.9723462816562,1266.4989409372406,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Yueming Ni,Yueming Ni,2901,China,999,999,False,False,,,,,,Slalom,1231.9455291320503,1288.603090259941,1285.0877003937671,1253.728190265915,1265.637803988158,1289.5884390520164,1238.9921857204586,1286.343067029715,1265.637803988158,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Annika Hunt,Annika Hunt,5297,USA,999,999,False,False,,,,,,Slalom,1268.906900815576,1294.8928121712488,1298.1866478810011,1262.4586633060535,1265.4973368707442,1289.5884390520164,1266.6703716177285,1292.9010212885285,1265.4973368707442,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Cecilia Pizzinato,Cecilia Pizzinato,6185,Italy,999,999,False,False,,,,,,Slalom,1251.5426234181311,1265.5709253288426,1272.5450984839335,1289.858610993724,1265.400580720555,1289.5884390520164,1251.6321575952104,1261.9723462816562,1265.400580720555,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Katie Smith,Katie Smith,5999,Canada,999,999,False,False,,,,,,Slalom,1217.706349515971,1265.5709253288426,1298.7739554759412,1271.5364726516289,1265.142202803662,1289.5884390520164,1223.170081721179,1298.5571976633917,1265.142202803662,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Nina Ortlieb,Nina Ortlieb,386,Austria,999,999,False,False,,,,,,Slalom,1489.835856099406,1469.7689228784604,1369.5094979861904,1220.814781788481,1265.1208158473023,1284.2029368956544,1227.0081330512205,1471.575721329844,1265.1208158473023,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Hotaru Ishimizu,Hotaru Ishimizu,6437,Japan,999,999,False,False,,,,,,Slalom,1256.8389076086369,1265.5709253288426,1272.5450984839335,1294.2737902348033,1264.5130843567388,1289.5884390520164,1254.2233620871336,1261.9723462816562,1264.5130843567388,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Aada Kanto,Aada Kanto,5444,Finland,999,999,False,False,,,,,,Slalom,1265.256013268615,1298.5877610812995,1277.7870713266516,1296.4147318478165,1264.4585681828576,1289.5884390520164,1263.902818036297,1273.9809627819986,1264.4585681828576,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Minseo Lee,Minseo Lee,5422,South Korea,999,999,False,False,,,,,,Slalom,1236.7010335200073,1265.5709253288426,1272.5450984839335,1283.6971963952992,1264.365853615511,1289.5884390520164,1235.7460074966325,1261.9723462816562,1264.365853615511,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Isabella Schmelmer,Isabella Schmelmer,5983,Germany,999,999,False,False,,,,,,Slalom,1201.4045701110442,1284.9868627841545,1258.0061246463297,1270.617575494574,1264.1686697986934,1289.5884390520164,1261.0481799100787,1238.6942490133054,1264.1686697986934,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Aiki Maruyama,Aiki Maruyama,6040,Japan,999,999,False,False,,,,,,Slalom,1252.5376211441785,1265.5709253288426,1272.5450984839335,1290.285740714678,1264.0948556079975,1289.5884390520164,1249.8380998018104,1261.9723462816562,1264.0948556079975,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Mathilde Phillips,Mathilde Phillips,6138,Switzerland,999,999,False,False,,,,,,Slalom,1233.7419251522283,1265.5709253288426,1299.370391164523,1275.182796637492,1263.8310549017426,1300.0,1231.1845923370222,1299.3156423723974,1263.8310549017426,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Kaitlyn Fynn,Kaitlyn Fynn,4747,Canada,999,999,False,False,,,,,,Slalom,1242.0356709830855,1265.5709253288426,1298.8093230699128,1282.3270602560422,1263.8044736656368,1289.5884390520164,1242.6227961875384,1297.1808131294447,1263.8044736656368,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Alizee Dahon,Alizee Dahon,4071,France,999,999,True,False,,,,,,Slalom,1283.7638989056268,1265.5709253288426,1285.2484050265466,1282.8842241031898,1263.0037797133791,1289.5884390520164,1284.1796181964064,1279.982297353743,1263.0037797133791,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Pia Sylvester-Davik,Pia Sylvester-Davik,5440,Norway,999,999,False,False,,,,,,Slalom,1192.4453978758777,1265.5709253288426,1301.1722405724424,1228.993580718782,1262.8357194096798,1289.5884390520164,1194.8261641822255,1300.5751427918783,1262.8357194096798,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Lisa Vallcorba,Lisa Vallcorba,5117,Spain,999,999,False,False,,,,,,Slalom,1226.3909356707409,1299.2645190952492,1298.231346260667,1266.4111480665763,1262.614054699631,1300.0,1225.685746956097,1296.9522200182014,1262.614054699631,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Sophia Tozzi,Sophia Tozzi,4763,USA,999,999,False,False,,,,,,Slalom,1211.8811375878458,1286.6772092942797,1293.6989772887391,1266.7764477456185,1261.7741738799127,1300.0,1224.3868690923669,1274.2195059145718,1261.7741738799127,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Beatrice May,Beatrice May,5295,USA,999,999,False,False,,,,,,Slalom,1214.7285111361598,1296.3193299173374,1295.8864984862687,1261.5507450920795,1261.45858079476,1289.5884390520164,1223.0536878312369,1292.8187244668943,1261.45858079476,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Nadine Hundegger,Nadine Hundegger,5504,Austria,999,999,False,False,,,,,,Slalom,1241.134778029255,1265.5709253288426,1300.0,1283.101627148276,1261.3197320745874,1289.5884390520164,1243.2685932132315,1300.0,1261.3197320745874,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Elina Lipp,Elina Lipp,4916,Germany,999,999,False,False,,,,,,Slalom,1259.9840000875347,1265.5709253288426,1272.5450984839335,1220.6796734622571,1261.1322793747354,1289.5884390520164,1261.767264359812,1261.9723462816562,1261.1322793747354,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Reece Bell,Reece Bell,4227,Great Britain,999,999,False,False,,,,,,Slalom,1260.199853110422,1265.5709253288426,1272.5450984839335,1292.2641641296998,1261.0101089012664,1289.5884390520164,1260.4831885233707,1261.9723462816562,1261.0101089012664,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Annabel Jallat,Annabel Jallat,5433,France,999,999,True,False,,,,,,Slalom,1264.1209440673715,1265.5709253288426,1272.5450984839335,1246.8865600247796,1260.9702449303725,1289.5884390520164,1261.5820412119217,1261.9723462816562,1260.9702449303725,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Anja Oplotnik,Anja Oplotnik,4109,Slovenia,999,999,False,False,,,,,,Slalom,1261.6355570085511,1265.5709253288426,1300.0,1236.4777284510242,1260.4656588153753,1300.0,1260.218218157212,1300.0,1260.4656588153753,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Koharu Ueno,Koharu Ueno,5845,Japan,999,999,False,False,,,,,,Slalom,1239.88397676839,1265.5709253288426,1272.5450984839335,1282.584015914159,1260.3386223463267,1289.5884390520164,1238.021269808987,1261.9723462816562,1260.3386223463267,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Marie-Penelope Robinson,Marie-Penelope Robinson,4984,Canada,999,999,False,False,,,,,,Slalom,1201.0004911214487,1296.6867909564626,1293.8778351822962,1260.5190809812104,1260.2437984205037,1300.0,1211.723896972811,1288.5220117567549,1260.2437984205037,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Cydnie Timmermann,Cydnie Timmermann,4982,Canada,999,999,False,False,,,,,,Slalom,1221.1471770734292,1265.5709253288426,1296.1707090943896,1268.1118515741002,1260.175872054051,1300.0,1228.3385107911688,1293.3143447188163,1260.175872054051,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Asami Katagiri,Asami Katagiri,5432,Japan,999,999,False,False,,,,,,Slalom,1238.2795256751388,1265.5709253288426,1272.5450984839335,1282.1573609849463,1260.067303211127,1289.5884390520164,1242.102873840976,1261.9723462816562,1260.067303211127,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Victoria Palla,Victoria Palla,3921,Great Britain,999,999,False,False,,,,,,Slalom,1264.5294361118802,1265.5709253288426,1272.5450984839335,1278.2887264064648,1259.9659826974382,1289.5884390520164,1260.6278764065794,1261.9723462816562,1259.9659826974382,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Ricarda Haaser,Ricarda Haaser,260,Austria,999,999,False,False,,,,,,Slalom,1430.6700766969625,1316.8559115535363,1348.4532972871762,1421.4488563354423,1259.8504810985555,1328.8888584422666,1437.2636075735184,1369.0387030421382,1259.8504810985555,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Francesca Carolli,Francesca Carolli,5330,Italy,999,999,False,False,,,,,,Slalom,1229.80590957833,1265.5709253288426,1272.5450984839335,1224.97852438239,1259.4898972380677,1289.5884390520164,1232.2226567495156,1261.9723462816562,1259.4898972380677,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Elisabeth Kucera,Elisabeth Kucera,6139,Austria,999,999,False,False,,,,,,Slalom,1213.5920621379337,1265.5709253288426,1272.5450984839335,1254.7095250871305,1258.8656924513543,1289.5884390520164,1210.2157901549404,1261.9723462816562,1258.8656924513543,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Elena Riederer,Elena Riederer,5877,Austria,999,999,False,False,,,,,,Slalom,1252.3207659281736,1265.5709253288426,1300.4878127805036,1248.5802718702344,1258.5132576745914,1289.5884390520164,1250.9463531219203,1301.3078561564776,1258.5132576745914,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Elvedina Muzaferija,Elvedina Muzaferija,2989,Bosnia&Herzegovina,999,999,False,False,,,,,,Slalom,1209.220859889221,1154.550141672436,1220.0727225526002,1288.546824106444,1258.3623921616825,1228.805384880582,1271.3898872641043,1177.3051796374498,1258.3623921616825,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Mathea Stranden,Mathea Stranden,5216,Norway,999,999,False,False,,,,,,Slalom,1155.5270201859853,1265.5709253288426,1272.5450984839335,1200.8408211144408,1257.2776765853566,1289.5884390520164,1156.891578079593,1261.9723462816562,1257.2776765853566,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Erika Pykäläinen,Erika Pykäläinen,3894,Finland,999,999,False,False,,,,,,Slalom,1249.0116636914606,1293.6641854288523,1287.6274851827102,1242.6846737041983,1256.728280355234,1289.8145530429404,1249.9950666251518,1278.1271341213146,1256.728280355234,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Clara-Marie Holmer Vorre,Clara-Marie Holmer Vorre,4211,Denmark,999,999,False,False,,,,,,Slalom,1252.423434148021,1265.5709253288426,1295.62110221405,1292.9872765214004,1255.660231274759,1289.5884390520164,1251.605898086766,1295.7434788906464,1255.660231274759,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Arata Wakatsuki,Arata Wakatsuki,3969,Japan,999,999,False,False,,,,,,Slalom,1254.9213708445636,1265.5709253288426,1300.0,1291.480541823524,1255.5061983558476,1300.0,1257.9685456698005,1299.273629562952,1255.5061983558476,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Emma Bastita,Emma Bastita,6107,Italy,999,999,False,False,,,,,,Slalom,1250.7996521118464,1265.5709253288426,1272.5450984839335,1299.350846224991,1255.2861113208105,1289.5884390520164,1250.5153877132043,1261.9723462816562,1255.2861113208105,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Francesca Semprebon,Francesca Semprebon,6451,Italy,999,999,False,False,,,,,,Slalom,1243.7128035783076,1265.5709253288426,1272.5450984839335,1287.7495051501207,1255.2846119987432,1289.5884390520164,1240.6009706453945,1261.9723462816562,1255.2846119987432,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Estelle Martin,Estelle Martin,5205,Canada,999,999,False,False,,,,,,Slalom,1219.5491589849837,1295.0082663497626,1295.9786770840572,1270.2144535653022,1255.1934342671975,1289.5884390520164,1224.4641796055062,1289.3929925742584,1255.1934342671975,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Gabby Wall,Gabby Wall,5102,Canada,999,999,False,False,,,,,,Slalom,1191.5721433355536,1296.5476180826672,1297.3797886580112,1258.8810260688394,1254.7807157342231,1289.5884390520164,1203.4157552329193,1293.0483562991417,1254.7807157342231,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Zoe Gray,Zoe Gray,4996,Canada,999,999,False,False,,,,,,Slalom,1167.6025880216887,1292.1090742959489,1293.638410065894,1239.969633946558,1254.026474490788,1289.5884390520164,1185.3207758365818,1283.4690355591222,1254.026474490788,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Marjolaine Ollier,Marjolaine Ollier,5699,France,999,999,True,False,,,,,,Slalom,1256.7789378467662,1265.5709253288426,1300.4877381032984,1212.8446052546951,1253.2600754826665,1300.0,1253.688074662819,1300.5491667276983,1253.2600754826665,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Nora Pernstich,Nora Pernstich,6452,Italy,999,999,False,False,,,,,,Slalom,1254.9117481628907,1265.5709253288426,1272.5450984839335,1270.617575494574,1253.0043816724478,1289.5884390520164,1251.8099993552753,1261.9723462816562,1253.0043816724478,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Linnea Nilsson Hägg,Linnea Nilsson Hägg,6477,Sweden,999,999,False,False,,,,,,Slalom,1246.4329267032435,1265.5709253288426,1272.5450984839335,1290.7454770846944,1252.7940907499217,1289.5884390520164,1245.8147620264556,1261.9723462816562,1252.7940907499217,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Sophie Nyberg,Sophie Nyberg,5593,Sweden,999,999,False,False,,,,,,Slalom,1314.5441515332705,1297.3182435679523,1283.1203263013458,1314.15221947725,1252.5445418418751,1300.0,1315.1302214799366,1275.9426675843963,1252.5445418418751,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Nicola Rountree-Williams,Nicola Rountree-Williams,4115,USA,999,999,False,False,,,,,,Slalom,1207.1794118297214,1265.5709253288426,1272.5450984839335,1238.3784526988663,1252.3868889832947,1289.5884390520164,1205.997810718654,1261.9723462816562,1252.3868889832947,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Galena Wardle,Galena Wardle,1330,USA,999,999,False,False,,,,,,Slalom,1206.2962769783303,1289.7974975166371,1280.0461381101245,1243.6802187015903,1252.3599515566846,1296.8021997668986,1212.0729417996597,1267.4303527033444,1252.3599515566846,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Mary Bocock,Mary Bocock,4764,USA,999,999,False,False,,,,,,Slalom,1296.6631063472653,1283.453370082405,1322.3357362400398,1249.6534531849384,1251.8497099320527,1289.5884390520164,1255.270746278466,1314.7807773016575,1251.8497099320527,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Amelie Klopfenstein,Amelie Klopfenstein,4092,Switzerland,999,999,False,False,,,,,,Slalom,1254.8075107950444,1265.5709253288426,1266.3010984181938,1264.1536857117303,1250.996973503925,1285.5895350200922,1251.4146746882354,1271.7958299853417,1250.996973503925,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Guro Hestad Vognild,Guro Hestad Vognild,5122,Norway,999,999,False,False,,,,,,Slalom,1191.458416089846,1265.5709253288426,1272.5450984839335,1235.5344995596663,1250.22301080706,1289.5884390520164,1195.476628737208,1261.9723462816562,1250.22301080706,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Liene Bondare,Liene Bondare,511,Latvia,999,999,False,False,,,,,,Slalom,1234.933037893316,1265.5709253288426,1300.0,1208.9444580051925,1250.21466675221,1300.0,1232.708728812103,1299.273629562952,1250.21466675221,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Leonie Carroz,Leonie Carroz,6108,France,999,999,True,False,,,,,,Slalom,1208.0137116245303,1265.5709253288426,1299.3455294492296,1252.7478270874485,1249.924408911784,1289.5884390520164,1208.148133243526,1299.245707860582,1249.924408911784,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Kendra Giesbrecht,Kendra Giesbrecht,5336,Canada,999,999,False,False,,,,,,Slalom,1283.1151644950353,1265.5709253288426,1295.4064327553026,1281.2903710674211,1249.885432098817,1289.5884390520164,1282.220233912171,1295.126852876066,1249.885432098817,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
So-Hui Gim,So-Hui Gim,413,South Korea,999,999,False,False,,,,,,Slalom,1238.4310695779634,1265.5709253288426,1295.572619572571,1266.7787044694535,1249.2812670936758,1298.9422522994212,1238.9302756913326,1293.6166738162697,1249.2812670936758,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Mia Dreyer Holen,Mia Dreyer Holen,6471,Norway,999,999,False,False,,,,,,Slalom,1251.143470140955,1265.5709253288426,1272.5450984839335,1270.617575494574,1248.7875602964275,1289.5884390520164,1248.220288315411,1261.9723462816562,1248.7875602964275,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Marte Monsen,Marte Monsen,3793,Norway,999,999,False,False,,,,,,Slalom,1341.226122329527,1379.7462944922083,1242.9761886506235,1261.7821621261485,1248.7648843223644,1286.980431723491,1262.8163755135483,1331.9760588082738,1248.7648843223644,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Sadaf Savehshemshaki,Sadaf Savehshemshaki,3488,Iran,999,999,False,False,,,,,,Slalom,1232.1763121315469,1265.5709253288426,1272.5450984839335,1266.2991014690988,1248.5462188812617,1289.5884390520164,1231.2318705122204,1261.9723462816562,1248.5462188812617,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Veera Alaniska,Veera Alaniska,5212,Finland,999,999,False,False,,,,,,Slalom,1249.71349783872,1265.5709253288426,1272.5450984839335,1270.617575494574,1248.522887297831,1289.5884390520164,1247.4353637328622,1261.9723462816562,1248.522887297831,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Iris Andersson Öien,Iris Andersson Öien,6058,Sweden,999,999,False,False,,,,,,Slalom,1216.139179393719,1265.5709253288426,1272.5450984839335,1273.5327926893544,1248.404400956626,1289.5884390520164,1215.7370829535707,1261.9723462816562,1248.404400956626,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
