"FISName","Skier","ID","Nation","StartOrder","Bib","Is_Host_Nation","In_Startlist","Year","Run1","Run2","Time","Points","Discipline","Elo","Downhill_Elo","Super.G_Elo","Giant.Slalom_Elo","Slalom_Elo","Combined_Elo","Tech_Elo","Speed_Elo","Race_Elo","Race1_Prob","City","Country","Race_Type","Race_Date","Sex"
"Jessica Gorman","Jessica Gorman",6378,"Australia",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1300,1264.93731105608,1271.97110499893,1300,1300,1289.58843905202,1300,1261.55820519784,1300,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Olympia Pappos","Olympia Pappos",6372,"Norway",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1293.24380926157,1264.93731105608,1271.97110499893,1300,1293.76947325199,1289.58843905202,1293.34382402211,1261.55820519784,1300,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Maggie Cormack","Maggie Cormack",6363,"Canada",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1293.24380926157,1264.93731105608,1271.97110499893,1300,1293.76947325199,1289.58843905202,1293.34382402211,1261.55820519784,1300,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Nikola Komorowska","Nikola Komorowska",5453,"Poland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1217.33376402586,1216.76908554354,1270.63091882415,1300,1300.87017636915,1300,1301.31484177448,1208.70993845063,1300,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Jessica McCaw","Jessica McCaw",6366,"New Zealand",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1282.78687199896,1264.93731105608,1271.97110499893,1300,1283.65687580534,1289.58843905202,1283.04835448126,1261.55820519784,1300,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Lucy Holdaway","Lucy Holdaway",6367,"New Zealand",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1293.24380926157,1264.93731105608,1271.97110499893,1300,1293.76947325199,1289.58843905202,1293.34382402211,1261.55820519784,1300,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Alexia Gooding","Alexia Gooding",6368,"New Zealand",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1293.24380926157,1264.93731105608,1271.97110499893,1300,1293.76947325199,1289.58843905202,1293.34382402211,1261.55820519784,1300,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Georgia Marshall","Georgia Marshall",6369,"New Zealand",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1299.0136317336,1264.93731105608,1271.97110499893,1300,1274.45809498926,1289.58843905202,1299.02987598641,1261.55820519784,1300,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Maika Lennox-King","Maika Lennox-King",6233,"Canada",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1285.78359428661,1298.0371097514,1297.9190345655,1300,1293.76947325199,1289.58843905202,1293.34382402211,1296.19999605309,1300,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Ariella Redwin","Ariella Redwin",6377,"Australia",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1300,1264.93731105608,1271.97110499893,1300,1300,1289.58843905202,1300,1261.55820519784,1300,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Regine Heggelund Danielsen","Regine Heggelund Danielsen",6360,"Norway",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1296.50411089631,1264.93731105608,1271.97110499893,1300,1297.31023869941,1289.58843905202,1296.55805877693,1261.55820519784,1300,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Dzenifera Germane","Dzenifera Germane",4080,"Latvia",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1482.74972402718,1264.93731105608,1271.97110499893,1300,1470.7391847479,1289.58843905202,1479.35669048489,1261.55820519784,1300,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Madison Gilson","Madison Gilson",6373,"Australia",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1300,1264.93731105608,1271.97110499893,1300,1300,1289.58843905202,1300,1261.55820519784,1300,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Tiffany Gorman","Tiffany Gorman",6374,"Australia",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1300,1264.93731105608,1271.97110499893,1300,1274.45809498926,1289.58843905202,1300,1261.55820519784,1300,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Olivia Lombardini","Olivia Lombardini",6375,"Australia",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1300,1264.93731105608,1271.97110499893,1300,1300,1289.58843905202,1300,1261.55820519784,1300,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Rose Hocking","Rose Hocking",6376,"Australia",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1300,1264.93731105608,1271.97110499893,1300,1274.45809498926,1289.58843905202,1300,1261.55820519784,1300,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Charlotte Gorman","Charlotte Gorman",6364,"New Zealand",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1296.50411089631,1264.93731105608,1271.97110499893,1300,1297.31023869941,1289.58843905202,1296.55805877693,1261.55820519784,1300,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Julia Flatscher","Julia Flatscher",4282,"Austria",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1158.36129909721,1264.93731105608,1271.97110499893,1299.92049704232,1173.39722292519,1289.58843905202,1159.65586827143,1261.55820519784,1299.92049704232,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Serena Stebler","Serena Stebler",6121,"Switzerland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1289.56973852893,1264.93731105608,1271.97110499893,1299.68697323823,1291.95918556328,1289.58843905202,1289.79292567369,1261.55820519784,1299.68697323823,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Alessia Boesch","Alessia Boesch",6120,"Switzerland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1245.28172827696,1273.19974932889,1293.54430304374,1299.63173322145,1293.51109140173,1289.58843905202,1292.27132401471,1254.8060536275,1299.63173322145,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Ji Soo Oh","Ji Soo Oh",6439,"South Korea",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1290.546336182,1264.93731105608,1271.97110499893,1299.50291110036,1296.02514115651,1289.58843905202,1290.68988414163,1261.55820519784,1299.50291110036,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Hotaru Ishimizu","Hotaru Ishimizu",6437,"Japan",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1288.85687402045,1264.93731105608,1271.97110499893,1299.50291110036,1295.56729369686,1289.58843905202,1289.03059778519,1261.55820519784,1299.50291110036,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Yuzuna Tani","Yuzuna Tani",6172,"Japan",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1291.68311001781,1264.93731105608,1271.97110499893,1299.39740156247,1297.03180454465,1289.58843905202,1291.83763809711,1261.55820519784,1299.39740156247,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Madison Von Melville","Madison Von Melville",6069,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1277.23343581061,1295.31590606531,1295.83241095643,1299.35084622499,1274.45809498926,1289.58843905202,1299.28959426791,1289.90654404684,1299.35084622499,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Lea Quezel Ambrunaz","Lea Quezel Ambrunaz",6110,"France",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1273.74959054712,1283.59835951012,1299.44370003185,1299.35084622499,1274.45809498926,1289.58843905202,1299.28959426791,1277.31234654534,1299.35084622499,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Emma Bastita","Emma Bastita",6107,"Italy",999,999,"True","False",NA,"","","",NA,"Giant Slalom",1239.04908075821,1264.93731105608,1271.97110499893,1299.35084622499,1247.71579120772,1289.58843905202,1240.12921322527,1261.55820519784,1299.35084622499,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Esme Roberts","Esme Roberts",6393,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1296.98034997543,1264.93731105608,1271.97110499893,1299.30466961965,1274.45809498926,1289.58843905202,1297.25471364486,1261.55820519784,1299.30466961965,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Paloma McKenzie","Paloma McKenzie",6365,"New Zealand",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1283.85097126494,1264.93731105608,1271.97110499893,1299.30466961965,1287.33601571379,1289.58843905202,1284.31208611716,1261.55820519784,1299.30466961965,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Chloe Pratt","Chloe Pratt",6362,"New Zealand",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1286.11677240469,1264.93731105608,1271.97110499893,1299.29517163704,1289.64508819325,1289.58843905202,1286.54544231193,1261.55820519784,1299.29517163704,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Ruby Fullerton","Ruby Fullerton",5613,"New Zealand",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1272.89195411699,1264.93731105608,1300,1299.27673232289,1278.41832656854,1300,1273.73350154423,1300,1299.27673232289,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Hina Morimura","Hina Morimura",6036,"Japan",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1289.09573026776,1264.93731105608,1271.97110499893,1299.19596024796,1297.48495236082,1289.58843905202,1289.36490405715,1261.55820519784,1299.19596024796,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Noa Blok","Noa Blok",5275,"Netherlands",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1273.10992464956,1264.93731105608,1271.97110499893,1299.09810695222,1277.34146471188,1289.58843905202,1273.78560690623,1261.55820519784,1299.09810695222,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Kara Sato","Kara Sato",6051,"Japan",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1289.99717546658,1264.93731105608,1271.97110499893,1298.92071204724,1296.84591820063,1289.58843905202,1290.22146495866,1261.55820519784,1298.92071204724,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Karen Onozato","Karen Onozato",6436,"Japan",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1296.28290345337,1264.93731105608,1271.97110499893,1298.91106515781,1274.45809498926,1289.58843905202,1296.33925374822,1261.55820519784,1298.91106515781,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Kanon Okada","Kanon Okada",6332,"Japan",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1279.28492875403,1264.93731105608,1271.97110499893,1298.73999039764,1289.98534439409,1289.58843905202,1279.63764634596,1261.55820519784,1298.73999039764,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Molly McKinney","Molly McKinney",6371,"New Zealand",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1290.81543406882,1264.93731105608,1271.97110499893,1298.60464358026,1293.76947325199,1289.58843905202,1291.06426104479,1261.55820519784,1298.60464358026,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Mirabel Rachwal","Mirabel Rachwal",6392,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1285.03301669692,1264.93731105608,1271.97110499893,1298.60464358026,1288.00026196025,1289.58843905202,1285.37642295337,1261.55820519784,1298.60464358026,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Arkie Lennon","Arkie Lennon",5963,"Australia",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1295.96549767629,1264.93731105608,1271.97110499893,1298.60464358026,1299.01050786087,1289.58843905202,1296.19442927982,1261.55820519784,1298.60464358026,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Ilka Stuhec","Ilka Stuhec",43,"Slovenia",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1528.59222716073,1524.99385038579,1357.76081397222,1298.19291292803,1300.47976848231,1315.72807573224,1315.91705559004,1519.48141199766,1298.19291292803,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
