"Nation","Season","Race","Place","Date","City","Country","Event","HillSize","TeamSize","RaceType","Sex","Total_Elo","Total_Normal_Elo","Total_Large_Elo","Total_Flying_Elo","Total_Pelo","Total_Normal_Pelo","Total_Large_Pelo","Total_Flying_Pelo","Avg_Elo","Avg_Normal_Elo","Avg_Large_Elo","Avg_Flying_Elo","Avg_Pelo","Avg_Normal_Pelo","Avg_Large_Pelo","Avg_Flying_Pelo","TeamMembers","MemberIDs","MemberSex","AvgAge","MaxAge","MinAge","AvgExp","MaxExp","MinExp","Points"
"Poland",2018,18,1,2018-01-27,"Zakopane","Poland","World Cup",140,4,"Team Large","M",6217.35713342163,5786.34328190449,6199.03316652177,5424.04912332926,6204.61772037984,5573.32587900306,6185.98250706373,5424.13010720235,1554.33928335541,1446.58582047612,1549.75829163044,1356.01228083231,1551.15443009496,1393.33146975077,1546.49562676593,1356.03252680059,"Maciej Kot,Kamil Stoch,Dawid Kubacki,Stefan Hula","103,40,69,45","M,M,M,M",29.1307323750856,31.3292265571526,26.6365503080082,213.25,322,170,100
"Germany",2018,18,2,2018-01-27,"Zakopane","Poland","World Cup",140,4,"Team Large","M",6420.27479979085,6067.44018034322,6406.75427238141,5434.852065601,6414.64682757675,5827.23834572803,6401.23629579102,5432.91274377515,1605.06869994771,1516.86004508581,1601.68856809535,1358.71301640025,1603.66170689419,1456.80958643201,1600.30907394775,1358.22818594379,"Richard Freitag,Stephan Leyhe,Andreas Wellinger,Markus Eisenbichler","74,1169,553,275","M,M,M,M",25.4387405886379,26.8199863107461,22.4175222450376,142,219,96,80
"Norway",2018,18,3,2018-01-27,"Zakopane","Poland","World Cup",140,4,"Team Large","M",6018.4600387112,5605.42079387485,5936.31182197754,5607.23155809871,6012.59010056875,5551.10537447826,5929.58840059812,5604.26953379949,1504.6150096778,1401.35519846871,1484.07795549438,1401.80788952468,1503.14752514219,1387.77634361956,1482.39710014953,1401.06738344987,"Johann Forfang,Andreas Stjernen,Marius Lindvik,Anders Fannemel","902,51,1920,134","M,M,M,M",24.590006844627,29.4948665297741,19.5865845311431,105.75,170,2,60
"Austria",2018,18,4,2018-01-27,"Zakopane","Poland","World Cup",140,4,"Team Large","M",6038.71512447368,6059.73185494621,6027.02115831405,5640.21908129257,6037.5397091561,5925.04413678161,6026.2444749812,5673.31895576015,1509.67878111842,1514.93296373655,1506.75528957851,1410.05477032314,1509.38492728903,1481.2610341954,1506.5611187453,1418.32973894004,"Gregor Schlierenzauer,Michael Hayböck,Manuel Fettner,Stefan Kraft","20,66,17,432","M,M,M,M",28.0691307323751,32.6132785763176,24.7091033538672,211,260,168,50
"Japan",2018,18,5,2018-01-27,"Zakopane","Poland","World Cup",140,4,"Team Large","M",5591.85326336049,5221.32594931794,5553.42188727735,5393.44388412794,5589.69857634183,5303.47130107761,5551.03328219917,5421.04073032986,1397.96331584012,1305.33148732949,1388.35547181934,1348.36097103199,1397.42464408546,1325.8678252694,1387.75832054979,1355.26018258247,"Ryoyu Kobayashi,Daiki Ito,Junshiro Kobayashi,Noriaki Kasai","1637,15,266,30","M,M,M,M",31.394250513347,45.6427104722793,21.2183436002738,245,567,42,45
"Slovenia",2018,18,6,2018-01-27,"Zakopane","Poland","World Cup",140,4,"Team Large","M",5600.69514336594,5339.70442619197,5506.18135290774,5437.81231976537,5603.15984883745,5400.82727032854,5507.89290235063,5452.17529968592,1400.17378584149,1334.92610654799,1376.54533822693,1359.45307994134,1400.78996220936,1350.20681758214,1376.97322558766,1363.04382492148,"Anze Semenic,Peter Prevc,Timi Zajc,Ziga Jelar","790,18,2106,1858","M,M,M,M",21.9657768651608,25.3524982888433,17.7549623545517,78.25,248,7,40
"Switzerland",2018,18,7,2018-01-27,"Zakopane","Poland","World Cup",140,4,"Team Large","M",5187.61147275424,5181.07728916157,5159.65819755473,5246.80456376593,5189.25899156037,5201.82676842213,5161.36040282885,5252.42397976096,1296.90286818856,1295.26932229039,1289.91454938868,1311.70114094148,1297.31474789009,1300.45669210553,1290.34010070721,1313.10599494024,"Gregor Deschwanden,Andreas Schuler,Simon Ammann,Killian Peier","273,1633,4,882","M,M,M,M",27.1054072553046,36.5913757700205,22.0780287474333,156.5,416,14,36
"Czechia",2018,18,8,2018-01-27,"Zakopane","Poland","World Cup",140,4,"Team Large","M",5080.29396544227,5296.32520606307,5007.13477881911,5187.14681181339,5085.065342247,5300.13852830121,5011.49716333176,5176.14417103492,1270.07349136057,1324.08130151577,1251.78369470478,1296.78670295335,1271.26633556175,1325.0346320753,1252.87429083294,1294.03604275873,"Viktor Polasek,Vojtech Stursa,Roman Koudelka,Cestmir Kozisek","1848,272,24,181","M,M,M,M",24.4462696783025,28.5530458590007,20.5284052019165,90.25,272,17,32
"Russia",2018,18,9,2018-01-27,"Zakopane","Poland","World Cup",140,4,"Team Large","M",4892.1932286707,4899.89720406182,4911.8298286044,5096.74699208489,4899.18612938724,5040.65969284243,4919.7152067945,5100.77773543785,1223.04830716768,1224.97430101545,1227.9574571511,1274.18674802122,1224.79653234681,1260.16492321061,1229.92880169862,1275.19443385946,"Roman Trofimov,Dimitry Vassiliev,Mikhail Maksimochkin,Ilmir Hazetdinov","44,99,893,443","M,M,M,M",29.2354551676934,38.0889801505818,24.4134154688569,94.25,254,26,29
"Kazakhstan",2018,18,10,2018-01-27,"Zakopane","Poland","World Cup",140,4,"Team Large","M",4898.95421370807,4936.06378436827,4919.25948825929,5052.28531695635,4910.64513764374,4984.41991343089,4932.05531667839,5108.04683757346,1224.73855342702,1234.01594609207,1229.81487206482,1263.07132923909,1227.66128441094,1246.10497835772,1233.0138291696,1277.01170939337,"Sabirzhan Muminov,Marat Zhaparov,Alexey Korolev,Konstantin Sokolenko","916,1554,152,1722","M,M,M,M",29.6700889801506,34.072553045859,23.7837097878166,16.75,32,7,26
"Norway",2018,24,1,2018-02-19,"PyeongChang","South Korea","Olympic Winter Games",140,4,"Team Large","M",6529.39086579379,6012.35609114069,6395.81857234584,5706.46224229454,6518.87826914074,5765.39089782605,6383.64345054508,5692.97320610776,1632.34771644845,1503.08902278517,1598.95464308646,1426.61556057364,1629.71956728519,1441.34772445651,1595.91086263627,1423.24330152694,"Daniel-Andrè Tande,Robert Johansson,Johann Forfang,Andreas Stjernen","897,1413,902,51","M,M,M,M",26.0431211498973,29.5578370978782,22.6310746064339,110.75,162,72,100
"Germany",2018,24,2,2018-02-19,"PyeongChang","South Korea","Olympic Winter Games",140,4,"Team Large","M",6394.50163782049,6050.74916129372,6359.62329898944,5368.93942480394,6386.76517358095,5860.81486187902,6351.69791135578,5367.62334360707,1598.62540945512,1512.68729032343,1589.90582474736,1342.23485620098,1596.69129339524,1465.20371546976,1587.92447783895,1341.90583590177,"Andreas Wellinger,Karl Geiger,Richard Freitag,Stephan Leyhe","553,554,74,1169","M,M,M,M",25.0362765229295,26.5188227241615,22.4804928131417,144.75,225,100,80
"Poland",2018,24,3,2018-02-19,"PyeongChang","South Korea","Olympic Winter Games",140,4,"Team Large","M",6304.05886905607,5774.67993675088,6288.86195784364,5424.04912332926,6299.86956111234,5689.20698688661,6284.83212985527,5424.13010720235,1576.01471726402,1443.66998418772,1572.21548946091,1356.01228083231,1574.96739027809,1422.30174672165,1571.20803246382,1356.03252680059,"Maciej Kot,Stefan Hula,Kamil Stoch,Dawid Kubacki","103,45,40,69","M,M,M,M",29.1937029431896,31.3921971252567,26.6995208761123,219.25,328,176,60
"Austria",2018,24,4,2018-02-19,"PyeongChang","South Korea","Olympic Winter Games",140,4,"Team Large","M",6012.00532021012,5889.61517409096,5996.49617297125,5640.21908129257,6008.17852469399,5930.77207670428,5992.89362261513,5673.31895576015,1503.00133005253,1472.40379352274,1499.12404324281,1410.05477032314,1502.0446311735,1482.69301917607,1498.22340565378,1418.32973894004,"Michael Hayböck,Gregor Schlierenzauer,Stefan Kraft,Manuel Fettner","66,20,432,17","M,M,M,M",28.1321013004791,32.6762491444216,24.7720739219713,214.75,263,172,50
"Slovenia",2018,24,5,2018-02-19,"PyeongChang","South Korea","Olympic Winter Games",140,4,"Team Large","M",5832.20434075837,5443.82219333819,5763.57069374613,5448.93925079802,5830.60965913718,5435.93362854737,5761.28629620511,5461.24861977326,1458.05108518959,1360.95554833455,1440.89267343653,1362.2348126995,1457.65241478429,1358.98340713684,1440.32157405128,1365.31215494332,"Anze Semenic,Tilen Bartol,Peter Prevc,Jernej Damjan","790,1840,18,94","M,M,M,M",26.3860369609856,34.7323750855578,20.8432580424367,151,272,24,45
"Japan",2018,24,6,2018-02-19,"PyeongChang","South Korea","Olympic Winter Games",140,4,"Team Large","M",5595.33215447389,5608.63622078686,5491.75313031003,5459.2719935717,5594.79288632776,5479.4776805233,5489.83927455177,5481.65778463971,1398.83303861847,1402.15905519671,1372.93828257751,1364.81799839292,1398.69822158194,1369.86942013082,1372.45981863794,1370.41444615993,"Noriaki Kasai,Daiki Ito,Taku Takeuchi,Ryoyu Kobayashi","30,15,33,1637","M,M,M,M",32.4722792607803,45.7056810403833,21.2813141683778,288.75,571,46,40
"Russia",2018,24,7,2018-02-19,"PyeongChang","South Korea","Olympic Winter Games",140,4,"Team Large","M",5027.84148558547,5114.68739826812,5025.59430842225,5052.05198031798,5022.8930890674,5180.76020619218,5020.61074186961,5053.30232361681,1256.96037139637,1278.67184956703,1256.39857710556,1263.0129950795,1255.72327226685,1295.19005154805,1255.1526854674,1263.3255809042,"Denis Kornilov,Alexey Romashov,Evgeniy Klimov,Mikhail Nazarov","29,558,1620,1632","M,M,M,M",26.1827515400411,31.5099247091034,23.3511293634497,102.25,282,14,36
"Finland",2018,24,8,2018-02-19,"PyeongChang","South Korea","Olympic Winter Games",140,4,"Team Large","M",4899.86750505975,4802.28030910098,4946.89616919271,5103.65961104343,4897.53955148175,5007.66023543362,4945.40490090294,5116.46549875153,1224.96687626494,1200.57007727524,1236.72404229818,1275.91490276086,1224.38488787044,1251.9150588584,1236.35122522573,1279.11637468788,"Antti Aalto,Jarkko Määttä,Janne Ahonen,Andreas Alamommo","924,53,58,1832","M,M,M,M",26.4989733059548,40.7775496235455,19.1594798083504,143.5,447,10,32
"USA",2018,24,9,2018-02-19,"PyeongChang","South Korea","Olympic Winter Games",140,4,"Team Large","M",4861.74586503307,4862.3514375516,4857.48397536244,5067.61295381808,4863.58739275588,4890.09053710731,4859.47724610186,5077.1071662236,1215.43646625827,1215.5878593879,1214.37099384061,1266.90323845452,1215.89684818897,1222.52263427683,1214.86931152547,1269.2767915559,"Michael Glasder,Kevin Bickner,Casey Larson,William Rhoads","143,1644,2114,912","M,M,M,M",23.047227926078,28.9007529089665,19.1786447638604,30,42,9,29
"Czechia",2018,24,10,2018-02-19,"PyeongChang","South Korea","Olympic Winter Games",140,4,"Team Large","M",5018.99090080643,5138.23002343909,4960.91446314775,5187.14681181338,5027.80708051895,5257.53301775655,4969.39082742128,5176.14417103492,1254.74772520161,1284.55750585977,1240.22861578694,1296.78670295335,1256.95177012974,1314.38325443914,1242.34770685532,1294.03604275873,"Roman Koudelka,Viktor Polasek,Cestmir Kozisek,Vojtech Stursa","24,1848,181,272","M,M,M,M",24.5092402464066,28.6160164271047,20.5913757700205,94.25,278,21,26
"Italy",2018,24,11,2018-02-19,"PyeongChang","South Korea","Olympic Winter Games",140,4,"Team Large","M",4755.72068340464,4660.75805337184,4788.13822311411,4978.42025617167,4765.17031854598,4851.42640149813,4798.66486243554,4971.65553416314,1188.93017085116,1165.18951334296,1197.03455577853,1244.60506404292,1191.2925796365,1212.85660037453,1199.66621560889,1242.91388354078,"Davide Bresadola,Sebastian Colloredo,Alex Insam,Federico Cecon","118,37,915,909","M,M,M,M",25.9383983572895,30.4476386036961,20.1697467488022,84.75,207,13,24
"South Korea",2018,24,12,2018-02-19,"PyeongChang","South Korea","Olympic Winter Games",140,4,"Team Large","M",4850.85108374385,4664.38269233944,4913.93978174117,4917.27867624522,4866.41920538302,4725.28583163771,4931.34948332738,4913.86311507476,1212.71277093596,1166.09567308486,1228.48494543529,1229.3196690613,1216.60480134576,1181.32145790943,1232.83737083184,1228.46577876869,"Hyun-Ki Kim,Je-Un Park,Seou Choi,Heung Chul Choi","124,914,1663,73","M,M,M,M",32.8501026694045,36.2135523613963,24.9445585215606,53.25,91,1,22
"Germany",2018,25,1,2018-03-03,"Lahti","Finland","World Cup",130,4,"Team Large","M",6519.45189505604,6095.95283611621,6459.69789948725,5484.87744165697,6508.92365217378,5895.08164464325,6448.42077460743,5485.13422806691,1629.86297376401,1523.98820902905,1614.92447487181,1371.21936041424,1627.23091304345,1473.77041116081,1612.10519365186,1371.28355701673,"Richard Freitag,Karl Geiger,Andreas Wellinger,Markus Eisenbichler","74,554,553,275","M,M,M,M",25.258726899384,26.9158110882957,22.5133470225873,149,226,104,100
"Poland",2018,25,2,2018-03-03,"Lahti","Finland","World Cup",130,4,"Team Large","M",6312.59125316822,5774.67993675088,6297.52616248136,5424.04912332926,6304.05886905607,5689.20698688661,6288.86195784364,5424.13010720235,1578.14781329206,1443.66998418772,1574.38154062034,1356.01228083231,1576.01471726402,1422.30174672165,1572.21548946091,1356.03252680059,"Stefan Hula,Kamil Stoch,Dawid Kubacki,Maciej Kot","45,40,69,103","M,M,M,M",29.2265571526352,31.4250513347023,26.7323750855578,220.25,329,177,80
"Norway",2018,25,3,2018-03-03,"Lahti","Finland","World Cup",130,4,"Team Large","M",6530.50695912773,6012.35609114069,6398.23668336688,5706.46224229454,6529.39086579379,5765.39089782605,6395.81857234584,5692.97320610776,1632.62673978193,1503.08902278517,1599.55917084172,1426.61556057364,1632.34771644845,1441.34772445651,1598.95464308646,1423.24330152694,"Robert Johansson,Daniel-Andrè Tande,Johann Forfang,Andreas Stjernen","1413,897,902,51","M,M,M,M",26.0759753593429,29.5906913073238,22.6639288158795,111.75,163,73,60
"Austria",2018,25,4,2018-03-03,"Lahti","Finland","World Cup",130,4,"Team Large","M",5926.18513639029,5852.12696499545,5869.69501192799,5635.18733858418,5921.18045926122,5894.28114079177,5864.04072090999,5666.65465454521,1481.54628409757,1463.03174124886,1467.423752982,1408.79683464604,1480.29511481531,1473.57028519794,1466.0101802275,1416.6636636363,"Stefan Kraft,Clemens Aigner,Gregor Schlierenzauer,Michael Hayböck","432,1827,20,66","M,M,M,M",26.2573579739904,28.1505817932923,24.8049281314168,166.75,264,32,50
"Japan",2018,25,5,2018-03-03,"Lahti","Finland","World Cup",130,4,"Team Large","M",5496.94886515104,5304.77042244933,5502.35398917186,5092.86976710038,5490.42180124016,5190.07446144178,5495.87917640764,5089.14378217608,1374.23721628776,1326.19260561233,1375.58849729297,1273.21744177509,1372.60545031004,1297.51861536044,1373.96979410191,1272.28594554402,"Taku Takeuchi,Yukiya Sato,Junshiro Kobayashi,Ryoyu Kobayashi","33,881,266,1637","M,M,M,M",25.3832991101985,30.7871321013005,21.3141683778234,96.5,245,10,45
"Slovenia",2018,25,6,2018-03-03,"Lahti","Finland","World Cup",130,4,"Team Large","M",5463.84491825988,5501.43844154671,5458.46278563113,5088.68918549164,5461.4030313494,5275.65951125004,5456.09833964827,5091.12917902803,1365.96122956497,1375.35961038668,1364.61569640778,1272.17229637291,1365.35075783735,1318.91487781251,1364.02458491207,1272.78229475701,"Tilen Bartol,Anze Lanisek,Nejc Dezman,Jernej Damjan","1840,1166,433,94","M,M,M,M",25.6858316221766,34.7652292950034,20.8761122518823,107,273,25,40
"Switzerland",2018,25,7,2018-03-03,"Lahti","Finland","World Cup",130,4,"Team Large","M",5269.44175396176,5295.45493054343,5216.14010862503,5238.16822995977,5268.49265020137,5176.04143961163,5214.55665788709,5245.17246986591,1317.36043849044,1323.86373263586,1304.03502715626,1309.54205748994,1317.12316255034,1294.01035990291,1303.63916447177,1311.29311746648,"Simon Ammann,Killian Peier,Sandro Hauswirth,Gregor Deschwanden","4,882,2116,273","M,M,M,M",26.041067761807,36.6872005475702,17.533196440794,156.75,420,1,36
"Russia",2018,25,8,2018-03-03,"Lahti","Finland","World Cup",130,4,"Team Large","M",5027.93852920558,5114.68739826812,5025.5494474222,5052.05198031798,5027.84148558547,5180.76020619218,5025.59430842225,5053.30232361681,1256.98463230139,1278.67184956703,1256.38736185555,1263.0129950795,1256.96037139637,1295.19005154805,1256.39857710556,1263.3255809042,"Alexey Romashov,Denis Kornilov,Mikhail Nazarov,Evgeniy Klimov","558,29,1632,1620","M,M,M,M",26.2156057494867,31.5427789185489,23.3839835728953,103.25,283,15,32
"Finland",2018,25,9,2018-03-03,"Lahti","Finland","World Cup",130,4,"Team Large","M",4897.4027416298,4802.28030910098,4943.41609724593,5103.65961104343,4899.86750505975,5007.66023543362,4946.89616919271,5116.46549875153,1224.35068540745,1200.57007727524,1235.85402431148,1275.91490276086,1224.96687626494,1251.9150588584,1236.72404229818,1279.11637468788,"Andreas Alamommo,Janne Ahonen,Antti Aalto,Jarkko Määttä","1832,58,924,53","M,M,M,M",26.5318275154004,40.8104038329911,19.192334017796,144.5,448,11,29
"Italy",2018,25,10,2018-03-03,"Lahti","Finland","World Cup",130,4,"Team Large","M",4809.78373377076,4789.60854023856,4815.55871233642,4995.52952919683,4815.59183685543,4915.65142186365,4821.86466848853,4984.48397911387,1202.44593344269,1197.40213505964,1203.8896780841,1248.88238229921,1203.89795921386,1228.91285546591,1205.46616712213,1246.12099477847,"Sebastian Colloredo,Davide Bresadola,Roberto Dellasega,Alex Insam","37,118,791,915","M,M,M,M",26.968514715948,30.4804928131417,20.2026009582478,90.25,208,30,26
"USA",2018,25,11,2018-03-03,"Lahti","Finland","World Cup",130,4,"Team Large","M",4850.61318113189,4862.3514375516,4845.81738865897,5067.61295381808,4861.74586503307,4890.09053710731,4857.48397536244,5077.1071662236,1212.65329528297,1215.5878593879,1211.45434716474,1266.90323845452,1215.43646625827,1222.52263427683,1214.37099384061,1269.2767915559,"William Rhoads,Casey Larson,Kevin Bickner,Michael Glasder","912,2114,1644,143","M,M,M,M",23.0800821355236,28.933607118412,19.211498973306,31,43,10,24
"Kazakhstan",2018,25,12,2018-03-03,"Lahti","Finland","World Cup",130,4,"Team Large","M",4858.77678322565,4936.06378436827,4876.84803815749,5052.28531695635,4874.56772846914,4984.41991343089,4893.78700339669,5108.04683757346,1214.69419580641,1234.01594609207,1219.21200953937,1263.07132923909,1218.64193211729,1246.10497835772,1223.44675084917,1277.01170939337,"Sabirzhan Muminov,Alexey Korolev,Konstantin Sokolenko,Marat Zhaparov","916,152,1722,1554","M,M,M,M",29.7659137577002,34.1683778234086,23.8795345653662,18,33,9,22
"Norway",2018,27,1,2018-03-10,"Holmenkollen","Norway","World Cup",134,4,"Team Large","M",6546.51382065341,6012.35609114069,6421.27863460927,5706.46224229454,6536.7634601532,5765.39089782605,6410.14261737215,5692.97320610776,1636.62845516335,1503.08902278517,1605.31965865232,1426.61556057364,1634.1908650383,1441.34772445651,1602.53565434304,1423.24330152694,"Robert Johansson,Johann Forfang,Andreas Stjernen,Daniel-Andrè Tande","1413,902,51,897","M,M,M,M",26.0951403148528,29.6098562628337,22.6830937713895,113.75,165,75,100
"Poland",2018,27,2,2018-03-10,"Holmenkollen","Norway","World Cup",134,4,"Team Large","M",6349.42896868498,5774.67993675088,6334.3660677302,5424.04912332926,6341.98957949525,5689.20698688661,6326.91284441504,5424.13010720235,1587.35724217124,1443.66998418772,1583.59151693255,1356.01228083231,1585.49739487381,1422.30174672165,1581.72821110376,1356.03252680059,"Maciej Kot,Stefan Hula,Kamil Stoch,Dawid Kubacki","103,45,40,69","M,M,M,M",29.2457221081451,31.4442162902122,26.7515400410678,222.25,331,179,80
