Nation,Season,Race,Place,Date,City,Country,Event,Sex,TeamSize,RaceType,Distance,MassStart,Team_Elo,Team_Individual_Elo,Team_IndividualCompact_Elo,Team_Sprint_Elo,Team_MassStart_Elo,Team_Pelo,Team_Individual_Pelo,Team_IndividualCompact_Pelo,Team_Sprint_Pelo,Team_MassStart_Pelo,Avg_Elo,Avg_Individual_Elo,Avg_IndividualCompact_Elo,Avg_Sprint_Elo,Avg_MassStart_Elo,Avg_Pelo,Avg_Individual_Pelo,Avg_IndividualCompact_Pelo,Avg_Sprint_Pelo,Avg_MassStart_Pelo,TeamMembers,MemberIDs,AvgAge,MaxAge,MinAge,AvgExp,MaxExp,MinExp
Norway,2021,9,1,2021-01-23,Lahti,Finland,World Cup,M,2,Team Sprint,7.5,0,3497.768169816716,3470.691573577162,2539.9903450853612,2546.6762470428644,2787.2724023804753,3490.9046106485303,3451.6421223700527,2571.4929661721553,2551.5474373779803,2600.0,1748.884084908358,1735.345786788581,1269.9951725426806,1273.3381235214322,1393.6362011902377,1745.4523053242651,1725.8210611850263,1285.7464830860777,1275.7737186889901,1300.0,"Jørgen Graabak,Jarl Magnus Riiber","17,1150",26.510609171800134,29.74674880219028,23.274469541409992,138.5,192,85
Germany,2021,9,2,2021-01-23,Lahti,Finland,World Cup,M,2,Team Sprint,7.5,0,3383.1399686587897,3357.692836817554,2539.9903450853612,2546.6762470428644,2787.2724023804753,3377.306728577485,3341.7728982308445,2571.4929661721553,2551.5474373779803,2600.0,1691.5699843293949,1678.846418408777,1269.9951725426806,1273.3381235214322,1393.6362011902377,1688.6533642887425,1670.8864491154222,1285.7464830860777,1275.7737186889901,1300.0,"Vinzenz Geiger,Fabian Rießle","1182,15",26.80082135523614,30.099931553730322,23.50171115674196,148.0,207,89
Japan,2021,9,3,2021-01-23,Lahti,Finland,World Cup,M,2,Team Sprint,7.5,0,3090.1318332792007,3081.1071825586523,2539.9903450853612,2567.768568689451,2674.6651435085687,3080.8082242131522,3081.9888671127287,2571.4929661721553,2580.9179915661107,2603.7100065989616,1545.0659166396003,1540.5535912793262,1269.9951725426806,1283.8842843447255,1337.3325717542843,1540.4041121065761,1540.9944335563644,1285.7464830860777,1290.4589957830553,1301.8550032994808,"Ryota Yamamoto,Akito Watabe","1154,3",28.180698151950715,32.662559890485966,23.698836413415467,153.0,269,37
Germany,2021,9,4,2021-01-23,Lahti,Finland,World Cup,M,2,Team Sprint,7.5,0,3183.3362385938253,3163.153296698671,2539.9903450853612,2679.647876806444,2781.378260420375,3178.934632244626,3148.0437755641387,2571.4929661721553,2700.844016671357,2683.6457940340006,1591.6681192969127,1581.5766483493355,1269.9951725426806,1339.823938403222,1390.6891302101876,1589.467316122313,1574.0218877820694,1285.7464830860777,1350.4220083356786,1341.8228970170003,"Terence Weber,Eric Frenzel","1137,7",28.251882272416154,32.172484599589325,24.331279945242983,184.5,287,82
Norway,2021,9,5,2021-01-23,Lahti,Finland,World Cup,M,2,Team Sprint,7.5,0,3268.2718071157115,3254.1597770996823,2539.9903450853612,2546.6762470428644,2626.2770173840877,3268.756207585341,3243.44393371452,2571.4929661721553,2551.5474373779803,2600.0,1634.1359035578557,1627.0798885498411,1269.9951725426806,1273.3381235214322,1313.1385086920438,1634.3781037926706,1621.72196685726,1285.7464830860777,1275.7737186889901,1300.0,"Jens Lurås Oftebro,Espen Bjørnstad","1329,1092",23.793292265571523,27.07734428473648,20.50924024640657,51.0,66,36
Austria,2021,9,6,2021-01-23,Lahti,Finland,World Cup,M,2,Team Sprint,7.5,0,2982.5533573114,2997.0971133844714,2539.9903450853612,2711.5880752069274,2799.3703158040826,2979.46986326802,3019.5019639421625,2571.4929661721553,2738.4207206719257,2722.1391357852917,1491.2766786557,1498.5485566922357,1269.9951725426806,1355.7940376034637,1399.6851579020413,1489.73493163401,1509.7509819710813,1285.7464830860777,1369.2103603359628,1361.0695678926459,"Mario Seidl,Bernhard Gruber","88,5",33.28815879534565,38.450376454483234,28.125941136208077,216.0,298,134
Finland,2021,9,7,2021-01-23,Lahti,Finland,World Cup,M,2,Team Sprint,7.5,0,3139.1965937196055,3131.9207447772997,2539.9903450853612,2546.6762470428644,2604.542974830896,3142.511445700693,3107.1493375027817,2571.4929661721553,2551.5474373779803,2600.0,1569.5982968598028,1565.9603723886498,1269.9951725426806,1273.3381235214322,1302.271487415448,1571.2557228503465,1553.5746687513908,1285.7464830860777,1275.7737186889901,1300.0,"Eero Hirvonen,Ilkka Herola","1155,97",25.286789869952088,25.590691307323752,24.982888432580424,141.5,182,101
Austria,2021,9,8,2021-01-23,Lahti,Finland,World Cup,M,2,Team Sprint,7.5,0,2888.5165381612514,2879.0632965902864,2539.9903450853612,2594.9449832555692,2581.8517842473457,2888.943333882798,2880.920367418525,2571.4929661721553,2601.1935536703277,2616.463104343916,1444.2582690806257,1439.5316482951432,1269.9951725426806,1297.4724916277846,1290.9258921236728,1444.471666941399,1440.4601837092625,1285.7464830860777,1300.5967768351638,1308.231552171958,"Lukas Klapfer,Thomas Wolfgang Jöbstl","46,1094",30.209445585215605,35.08008213552361,25.338809034907598,140.0,249,31
Italy,2021,9,9,2021-01-23,Lahti,Finland,World Cup,M,2,Team Sprint,7.5,0,2803.5032663834386,2808.0530946144563,2539.9903450853612,2563.188552710738,2665.6405064064347,2804.7435411001443,2770.202676389161,2571.4929661721553,2563.833047146997,2605.8388712888427,1401.7516331917193,1404.0265473072282,1269.9951725426806,1281.594276355369,1332.8202532032174,1402.3717705500721,1385.1013381945804,1285.7464830860777,1281.9165235734986,1302.9194356444214,"Alessandro Pittin,Samuel Costa","8,84",29.548254620123203,30.94866529774127,28.147843942505133,176.5,209,144
Finland,2021,9,10,2021-01-23,Lahti,Finland,World Cup,M,2,Team Sprint,7.5,0,2410.8007881606304,2408.174021367372,2539.9903450853612,2546.6762470428644,2498.28765568196,2406.0448040903493,2408.217096209603,2571.4929661721553,2551.5474373779803,2600.0,1205.4003940803152,1204.087010683686,1269.9951725426806,1273.3381235214322,1249.14382784098,1203.0224020451747,1204.1085481048015,1285.7464830860777,1275.7737186889901,1300.0,"Otto Niittykoski,Arttu Mäkiaho","1347,1095",21.609856262833674,23.353867214236825,19.865845311430526,46.5,80,13
France,2021,9,11,2021-01-23,Lahti,Finland,World Cup,M,2,Team Sprint,7.5,0,2683.0330804971536,2682.41184096911,2539.9903450853612,2546.6762470428644,2642.378785359199,2687.115171843853,2670.0175993479834,2571.4929661721553,2551.5474373779803,2600.0,1341.5165402485768,1341.205920484555,1269.9951725426806,1273.3381235214322,1321.1893926795995,1343.5575859219266,1335.0087996739917,1285.7464830860777,1275.7737186889901,1300.0,"Antoine Gérard,Laurent Muhlethaler","1187,1146",24.46680355920602,25.609856262833674,23.32375085557837,88.5,102,75
Japan,2021,9,12,2021-01-23,Lahti,Finland,World Cup,M,2,Team Sprint,7.5,0,2439.2169893481314,2440.1759528447396,2539.9903450853612,2546.6762470428644,2547.3880153664236,2440.795073794322,2463.9444264300746,2571.4929661721553,2551.5474373779803,2600.0,1219.6084946740657,1220.0879764223698,1269.9951725426806,1273.3381235214322,1273.6940076832118,1220.397536897161,1231.9722132150373,1285.7464830860777,1275.7737186889901,1300.0,"Kodai Kimura,Sora Yachi","1459,1774",20.177960301163587,20.722792607802873,19.633127994524298,8.5,14,3
Czechia,2021,9,13,2021-01-23,Lahti,Finland,World Cup,M,2,Team Sprint,7.5,0,2415.2823120360554,2420.3953227502057,2539.9903450853612,2546.6762470428644,2547.3880153664236,2419.2271060272183,2433.535044061802,2571.4929661721553,2551.5474373779803,2600.0,1207.6411560180277,1210.1976613751028,1269.9951725426806,1273.3381235214322,1273.6940076832118,1209.6135530136091,1216.767522030901,1285.7464830860777,1275.7737186889901,1300.0,"Jan Vytrval,Ondřej Pažout","1239,1209",22.639288158795345,22.713210130047912,22.56536618754278,47.5,54,41
France,2021,9,14,2021-01-23,Lahti,Finland,World Cup,M,2,Team Sprint,7.5,0,2459.6666946957475,2468.0456369078074,2539.9903450853612,2546.6762470428644,2547.3880153664236,2467.329353264583,2478.673888932821,2571.4929661721553,2551.5474373779803,2600.0,1229.8333473478738,1234.0228184539037,1269.9951725426806,1273.3381235214322,1273.6940076832118,1233.6646766322915,1239.3369444664104,1285.7464830860777,1275.7737186889901,1300.0,"Matteo Baud,Gael Blondeau","1765,1485",19.32511978097194,20.071184120465436,18.579055441478438,8.0,8,8
Italy,2021,9,15,2021-01-23,Lahti,Finland,World Cup,M,2,Team Sprint,7.5,0,2507.0395401114956,2509.3307354034405,2539.9903450853612,2546.6762470428644,2561.074889724513,2518.5670816480365,2523.3447662040053,2571.4929661721553,2551.5474373779803,2600.0,1253.5197700557478,1254.6653677017202,1269.9951725426806,1273.3381235214322,1280.5374448622565,1259.2835408240182,1261.6723831020026,1285.7464830860777,1275.7737186889901,1300.0,"Raffaele Buzzi,Aaron Kostner","1103,1193",23.534565366187543,25.522245037645447,21.546885694729635,45.5,56,35
Austria,2021,19,1,2021-03-06,Oberstdorf,Germany,World Championship,M,2,Team Sprint,7.5,0,3247.5891150473926,3222.877745772124,2539.9903450853612,2546.6762470428644,2575.564251426641,3238.5310890440987,3203.72537340467,2571.4929661721553,2551.5474373779803,2600.0,1623.7945575236963,1611.438872886062,1269.9951725426806,1273.3381235214322,1287.7821257133205,1619.2655445220494,1601.862686702335,1285.7464830860777,1275.7737186889901,1300.0,"Johannes Lamparter,Lukas Greiderer","1469,1088",23.492128678986994,27.66050650239562,19.32375085557837,64.0,94,34
Norway,2021,19,2,2021-03-06,Oberstdorf,Germany,World Championship,M,2,Team Sprint,7.5,0,3374.973787804751,3352.8684683560455,2539.9903450853612,2546.6762470428644,2686.6493578096197,3369.9348234192303,3332.1266970584434,2571.4929661721553,2551.5474373779803,2600.0,1687.4868939023754,1676.4342341780227,1269.9951725426806,1273.3381235214322,1343.3246789048098,1684.9674117096151,1666.0633485292217,1285.7464830860777,1275.7737186889901,1300.0,"Espen Andersen,Jarl Magnus Riiber","345,1150",25.371663244353183,27.353867214236825,23.38945927446954,103.0,113,93
Germany,2021,19,3,2021-03-06,Oberstdorf,Germany,World Championship,M,2,Team Sprint,7.5,0,3477.53541146756,3457.1904804260835,2539.9903450853612,2679.647876806444,2868.314430633141,3477.539641688476,3444.120938447916,2571.4929661721553,2700.844016671357,2683.6457940340006,1738.76770573378,1728.5952402130417,1269.9951725426806,1339.823938403222,1434.1572153165705,1738.769820844238,1722.060469223958,1285.7464830860777,1350.4220083356786,1341.8228970170003,"Fabian Rießle,Eric Frenzel","15,7",31.251197809719372,32.28747433264887,30.21492128678987,256.5,296,217
Japan,2021,19,4,2021-03-06,Oberstdorf,Germany,World Championship,M,2,Team Sprint,7.5,0,3259.1525707556834,3251.597357372126,2539.9903450853612,2567.768568689451,2674.6651435085687,3258.5587204410167,3231.471678210751,2571.4929661721553,2580.9179915661107,2603.7100065989616,1629.5762853778417,1625.798678686063,1269.9951725426806,1283.8842843447255,1337.3325717542843,1629.2793602205084,1615.7358391053756,1285.7464830860777,1290.4589957830553,1301.8550032994808,"Akito Watabe,Ryota Yamamoto","3,1154",28.295687885010267,32.77754962354552,23.813826146475016,163.0,279,47
Finland,2021,19,5,2021-03-06,Oberstdorf,Germany,World Championship,M,2,Team Sprint,7.5,0,3189.3951474844703,3185.1390529342143,2539.9903450853612,2546.6762470428644,2604.542974830896,3190.486159881213,3177.097857884839,2571.4929661721553,2551.5474373779803,2600.0,1594.6975737422351,1592.5695264671072,1269.9951725426806,1273.3381235214322,1302.271487415448,1595.2430799406065,1588.5489289424195,1285.7464830860777,1275.7737186889901,1300.0,"Ilkka Herola,Eero Hirvonen","97,1155",25.401779603011637,25.7056810403833,25.097878165639973,149.0,192,106
France,2021,19,6,2021-03-06,Oberstdorf,Germany,World Championship,M,2,Team Sprint,7.5,0,2757.2831654944507,2750.9852756528117,2539.9903450853612,2546.6762470428644,2556.245102490471,2753.0194728839424,2710.878098926315,2571.4929661721553,2551.5474373779803,2600.0,1378.6415827472254,1375.4926378264058,1269.9951725426806,1273.3381235214322,1278.1225512452354,1376.5097364419712,1355.4390494631575,1285.7464830860777,1275.7737186889901,1300.0,"Matteo Baud,Laurent Muhlethaler","1765,1146",21.06639288158795,23.43874058863792,18.694045174537987,50.5,85,16
Czechia,2021,19,7,2021-03-06,Oberstdorf,Germany,World Championship,M,2,Team Sprint,7.5,0,2491.1930820544094,2485.367577203661,2539.9903450853612,2546.6762470428644,2547.3880153664236,2484.106493725375,2453.824369510344,2571.4929661721553,2551.5474373779803,2600.0,1245.5965410272047,1242.6837886018304,1269.9951725426806,1273.3381235214322,1273.6940076832118,1242.0532468626875,1226.912184755172,1285.7464830860777,1275.7737186889901,1300.0,"Ondřej Pažout,Jan Vytrval","1209,1239",22.754277891854894,22.82819986310746,22.680355920602327,56.0,63,49
Estonia,2021,19,8,2021-03-06,Oberstdorf,Germany,World Championship,M,2,Team Sprint,7.5,0,2642.7618889417463,2653.453262461034,2539.9903450853612,2546.6762470428644,2480.8613744395943,2641.7969163899547,2647.4246621809248,2571.4929661721553,2551.5474373779803,2490.7851373604503,1321.3809444708731,1326.726631230517,1269.9951725426806,1273.3381235214322,1240.4306872197972,1320.8984581949774,1323.7123310904624,1285.7464830860777,1275.7737186889901,1245.3925686802252,"Andreas Ilves,Kristjan Ilves","1247,403",22.795345653661876,24.736481861738536,20.854209445585216,65.5,124,7
USA,2021,19,9,2021-03-06,Oberstdorf,Germany,World Championship,M,2,Team Sprint,7.5,0,2385.951331655891,2381.0217821749466,2539.9903450853612,2546.6762470428644,2503.117442916003,2382.4544743046326,2360.7728009385787,2571.4929661721553,2551.5474373779803,2600.0,1192.9756658279455,1190.5108910874733,1269.9951725426806,1273.3381235214322,1251.5587214580014,1191.2272371523163,1180.3864004692894,1285.7464830860777,1275.7737186889901,1300.0,"Taylor Fletcher,Ben Loomis","37,1179",26.78028747433265,30.819986310746064,22.740588637919235,127.0,197,57
Slovenia,2021,19,10,2021-03-06,Oberstdorf,Germany,World Championship,M,2,Team Sprint,7.5,0,2450.5990488145153,2449.8390423843503,2539.9903450853612,2546.6762470428644,2532.096166320258,2451.231230893264,2433.4712468670004,2571.4929661721553,2551.5474373779803,2600.0,1225.2995244072576,1224.9195211921751,1269.9951725426806,1273.3381235214322,1266.048083160129,1225.615615446632,1216.7356234335002,1285.7464830860777,1275.7737186889901,1300.0,"Vid Vrhovnik,Gašper Brecl","1196,1295",21.474332648870636,21.650924024640656,21.297741273100616,27.5,48,7
Poland,2021,19,11,2021-03-06,Oberstdorf,Germany,World Championship,M,2,Team Sprint,7.5,0,2530.856602969073,2535.987272607632,2539.9903450853612,2546.6762470428644,2547.3880153664236,2536.051956899365,2539.2950233523175,2571.4929661721553,2551.5474373779803,2600.0,1265.4283014845364,1267.993636303816,1269.9951725426806,1273.3381235214322,1273.6940076832118,1268.0259784496825,1269.6475116761587,1285.7464830860777,1275.7737186889901,1300.0,"Andrzej Szczechowicz,Szczepan Kupczak","1473,388",24.369609856262834,28.265571526351813,20.473648186173854,50.0,97,3
Ukraine,2021,19,12,2021-03-06,Oberstdorf,Germany,World Championship,M,2,Team Sprint,7.5,0,2308.1414573491866,2326.7075483909903,2539.9903450853612,2546.6762470428644,2493.4578684479175,2311.6133774334435,2333.4895416068703,2571.4929661721553,2551.5474373779803,2600.0,1154.0707286745933,1163.3537741954951,1269.9951725426806,1273.3381235214322,1246.7289342239587,1155.8066887167217,1166.7447708034351,1285.7464830860777,1275.7737186889901,1300.0,"Dmytro Mazurchuk,Viktor Pasichnyk","1197,355",25.19233401779603,28.257357973990416,22.12731006160164,32.0,45,19
Russia,2021,19,13,2021-03-06,Oberstdorf,Germany,World Championship,M,2,Team Sprint,7.5,0,2426.1908726903303,2443.328913875672,2539.9903450853612,2546.6762470428644,2547.3880153664236,2434.884792308945,2473.475304017644,2571.4929661721553,2551.5474373779803,2600.0,1213.0954363451651,1221.664456937836,1269.9951725426806,1273.3381235214322,1273.6940076832118,1217.4423961544726,1236.737652008822,1285.7464830860777,1275.7737186889901,1300.0,"Aleksandr Milanin,Samir Mastiev","1472,368",24.555783709787818,28.142368240930868,20.969199178644764,13.5,21,6
Kazakhstan,2021,19,14,2021-03-06,Oberstdorf,Germany,World Championship,M,2,Team Sprint,7.5,0,2419.2154280662053,2445.598294462152,2539.9903450853612,2546.6762470428644,2547.3880153664236,2430.6297612827066,2491.1675854763353,2571.4929661721553,2551.5474373779803,2600.0,1209.6077140331026,1222.799147231076,1269.9951725426806,1273.3381235214322,1273.6940076832118,1215.3148806413533,1245.5837927381676,1285.7464830860777,1275.7737186889901,1300.0,"Magzhan Amankeldiuly,Chingiz Rakparov","1773,1170",21.557837097878163,25.672826830937712,17.44284736481862,7.0,10,4
Norway,2022,20,1,2022-02-26,Lahti,Finland,World Cup,M,2,Team Sprint,7.5,0,3358.6181595098647,3329.792162188527,2539.9903450853612,2546.6762470428644,2648.0110599372792,3351.9081086612214,3307.1800396086896,2571.4929661721553,2551.5474373779803,2600.0,1679.3090797549323,1664.8960810942635,1269.9951725426806,1273.3381235214322,1324.0055299686396,1675.9540543306107,1653.5900198043448,1285.7464830860777,1275.7737186889901,1300.0,"Jens Lurås Oftebro,Jørgen Graabak","1329,17",26.220396988364136,30.83915126625599,21.60164271047228,142.5,222,63
Austria,2022,20,2,2022-02-26,Lahti,Finland,World Cup,M,2,Team Sprint,7.5,0,3209.4430554703104,3202.1136055790867,2539.9903450853612,2546.6762470428644,2653.5799978938876,3202.766185641484,3189.408275932936,2571.4929661721553,2551.5474373779803,2601.5897071819145,1604.7215277351552,1601.0568027895433,1269.9951725426806,1273.3381235214322,1326.7899989469438,1601.383092820742,1594.704137966468,1285.7464830860777,1275.7737186889901,1300.7948535909572,"Lukas Greiderer,Franz-Josef Rehrl","1088,72",28.795345653661876,28.95277207392197,28.637919233401778,118.5,124,113
Norway,2022,20,3,2022-02-26,Lahti,Finland,World Cup,M,2,Team Sprint,7.5,0,3084.4113827560514,3046.4760163573446,2539.9903450853612,2546.6762470428644,2795.17371143594,3077.9243022700693,3060.1596476599,2571.4929661721553,2551.5474373779803,2644.6955582457445,1542.2056913780257,1523.2380081786723,1269.9951725426806,1273.3381235214322,1397.58685571797,1538.9621511350347,1530.07982382995,1285.7464830860777,1275.7737186889901,1322.3477791228722,"Espen Andersen,Espen Bjørnstad","345,1092",28.250513347022586,28.331279945242983,28.16974674880219,113.0,134,92
Germany,2022,20,4,2022-02-26,Lahti,Finland,World Cup,M,2,Team Sprint,7.5,0,3336.6622454998187,3325.836193377422,2539.9903450853612,2546.6762470428644,2801.374038398062,3336.778826698146,3342.3710773887806,2571.4929661721553,2551.5474373779803,2750.9709037255316,1668.3311227499094,1662.918096688711,1269.9951725426806,1273.3381235214322,1400.687019199031,1668.389413349073,1671.1855386943903,1285.7464830860777,1275.7737186889901,1375.4854518627658,"Johannes Rydzek,Vinzenz Geiger","14,1182",27.40588637919233,30.217659137577,24.594113620807665,202.0,284,120
Germany,2022,20,5,2022-02-26,Lahti,Finland,World Cup,M,2,Team Sprint,7.5,0,3219.2598631123747,3191.683003631292,2539.9903450853612,2546.6762470428644,2830.943948501198,3220.116137212724,3173.577300007132,2571.4929661721553,2551.5474373779803,2672.9698398957444,1609.6299315561873,1595.841501815646,1269.9951725426806,1273.3381235214322,1415.471974250599,1610.058068606362,1586.788650003566,1285.7464830860777,1275.7737186889901,1336.4849199478722,"Manuel Faißt,Terence Weber","36,1137",27.274469541409992,29.12525667351129,25.423682409308693,151.0,195,107
Finland,2022,20,6,2022-02-26,Lahti,Finland,World Cup,M,2,Team Sprint,7.5,0,3105.467257694436,3110.854006437923,2539.9903450853612,2546.6762470428644,2688.046297366446,3106.5265927858204,3117.540155401994,2571.4929661721553,2551.5474373779803,2626.2216220755317,1552.733628847218,1555.4270032189615,1269.9951725426806,1273.3381235214322,1344.023148683223,1553.2632963929102,1558.770077700997,1285.7464830860777,1275.7737186889901,1313.1108110377659,"Eero Hirvonen,Ilkka Herola","1155,97",26.379192334017795,26.68309377138946,26.075290896646134,163.0,209,117
